"","countsOverlap","countsProCod","numJunctions","intronicLength"
"ENSG00000249740",2,0,4,108460
"ENSG00000227068",1,1,2,4814
"ENSG00000214761",1,1,0,NA
"ENSG00000167216",6,1,58,126396
"ENSG00000196566",3,1,3,49100
"ENSG00000091592",1,0,141,107208
"ENSG00000161850",1,0,8,9769
"ENSG00000240632",0,NA,6,1630
"ENSG00000177225",0,NA,80,4765
"ENSG00000145191",21,1,91,543758
"ENSG00000115310",2,0,90,133807
"ENSG00000234164",0,NA,1,NA
"ENSG00000103449",1,0,9,9737
"ENSG00000223359",0,NA,0,NA
"ENSG00000248577",1,0,1,549
"ENSG00000224230",0,NA,0,NA
"ENSG00000248629",1,1,1,612
"ENSG00000233853",0,NA,3,NA
"ENSG00000250629",1,0,1,8611
"ENSG00000070785",3,0,51,132808
"ENSG00000231654",2,1,1,512
"ENSG00000072954",0,NA,10,25903
"ENSG00000249089",1,1,0,NA
"ENSG00000250622",0,NA,0,NA
"ENSG00000238248",0,NA,1,NA
"ENSG00000100216",0,NA,5,1286
"ENSG00000261501",0,NA,0,NA
"ENSG00000251215",1,1,1,147
"ENSG00000225921",2,1,18,15555
"ENSG00000249819",1,1,0,NA
"ENSG00000135940",0,NA,12,907
"ENSG00000234111",0,NA,5,2173
"ENSG00000135469",1,0,25,869
"ENSG00000164484",1,0,4,71203
"ENSG00000223655",0,NA,0,NA
"ENSG00000271334",0,NA,3,3681
"ENSG00000237120",0,NA,0,NA
"ENSG00000229099",1,0,4,NA
"ENSG00000140450",0,NA,14,50175
"ENSG00000230854",1,0,4,5885
"ENSG00000170454",1,0,8,8140
"ENSG00000249275",0,NA,1,28547
"ENSG00000229741",1,0,25,NA
"ENSG00000227635",0,NA,1,1618
"ENSG00000175213",0,NA,9,2020
"ENSG00000188820",1,0,4,1219
"ENSG00000232575",0,NA,16,NA
"ENSG00000233467",0,NA,0,NA
"ENSG00000155729",1,0,24,25925
"ENSG00000237868",0,NA,0,NA
"ENSG00000132541",0,NA,23,13337
"ENSG00000078795",2,1,78,50143
"ENSG00000159792",2,1,4,32433
"ENSG00000228227",1,1,1,NA
"ENSG00000237698",0,NA,0,NA
"ENSG00000229467",0,NA,0,NA
"ENSG00000266910",0,NA,0,NA
"ENSG00000234541",0,NA,2,5791
"ENSG00000244695",3,1,5,NA
"ENSG00000224595",1,1,1,5051
"ENSG00000169789",0,NA,13,22893
"ENSG00000267223",1,1,1,8631
"ENSG00000151490",2,1,125,267510
"ENSG00000233607",3,1,5,169259
"ENSG00000268342",0,NA,0,NA
"ENSG00000177963",0,NA,50,921
"ENSG00000267760",1,1,1,2821
"ENSG00000139631",2,0,161,18858
"ENSG00000105996",1,0,1,645
"ENSG00000267081",0,NA,1,20967
"ENSG00000259399",4,1,4,36918
"ENSG00000142279",0,NA,23,17132
"ENSG00000226796",1,1,0,NA
"ENSG00000225535",1,0,11,45531
"ENSG00000225683",1,1,2,25266
"ENSG00000172775",0,NA,90,29315
"ENSG00000225248",1,1,0,NA
"ENSG00000205929",1,1,9,18950
"ENSG00000235923",1,0,2,NA
"ENSG00000106648",0,NA,67,60245
"ENSG00000187626",0,NA,8,12186
"ENSG00000112531",0,NA,81,147239
"ENSG00000128849",3,1,27,166133
"ENSG00000101084",2,1,18,5310
"ENSG00000139597",2,0,34,21826
"ENSG00000233566",0,NA,1,NA
"ENSG00000115073",0,NA,17,5262
"ENSG00000043143",0,NA,60,49059
"ENSG00000227145",1,1,10,66436
"ENSG00000261316",0,NA,1,1573
"ENSG00000267378",0,NA,1,10051
"ENSG00000183753",0,NA,25,30131
"ENSG00000165953",0,NA,9,28301
"ENSG00000267777",0,NA,4,39475
"ENSG00000267753",1,1,0,NA
"ENSG00000267662",1,1,3,68357
"ENSG00000189134",0,NA,0,NA
"ENSG00000123104",4,0,95,483993
"ENSG00000226962",1,0,2,173
"ENSG00000223844",1,0,0,NA
"ENSG00000257314",0,NA,1,NA
"ENSG00000268427",1,1,1,81
"ENSG00000267553",0,NA,1,NA
"ENSG00000257361",1,1,4,NA
"ENSG00000125885",2,0,71,40654
"ENSG00000205593",1,0,59,12112
"ENSG00000244565",0,NA,1,308
"ENSG00000157765",0,NA,48,18765
"ENSG00000238226",2,1,1,NA
"ENSG00000267636",0,NA,1,4861
"ENSG00000261191",1,1,2,27349
"ENSG00000100665",1,0,12,6489
"ENSG00000249627",0,NA,0,NA
"ENSG00000242138",2,1,1,NA
"ENSG00000242072",0,NA,1,28133
"ENSG00000223518",2,1,3,17237
"ENSG00000250475",0,NA,1,315
"ENSG00000176970",0,NA,0,NA
"ENSG00000237145",0,NA,0,NA
"ENSG00000147382",1,1,39,10403
"ENSG00000267599",0,NA,1,487
"ENSG00000148229",1,1,11,836
"ENSG00000226139",0,NA,4,NA
"ENSG00000248429",4,1,16,26494
"ENSG00000249686",0,NA,1,1365
"ENSG00000240973",0,NA,1,2018
"ENSG00000090989",1,0,75,46091
"ENSG00000134548",1,1,22,8145
"ENSG00000267407",0,NA,2,12201
"ENSG00000163535",1,1,22,67764
"ENSG00000233915",1,0,2,500
"ENSG00000261400",1,1,1,2006
"ENSG00000228267",1,0,138,NA
"ENSG00000243345",0,NA,2,560
"ENSG00000138829",2,1,192,388154
"ENSG00000267465",1,0,6,3812
"ENSG00000233831",0,NA,11,NA
"ENSG00000180210",0,NA,35,17789
"ENSG00000243243",4,1,5,89053
"ENSG00000106125",4,1,23,113651
"ENSG00000237813",6,1,6,260000
"ENSG00000267012",0,NA,2,21047
"ENSG00000267094",1,0,6,21951
"ENSG00000237870",2,0,8,8573
"ENSG00000248886",1,1,0,NA
"ENSG00000109323",5,0,54,121087
"ENSG00000197146",2,1,1,2
"ENSG00000185274",3,0,33,576575
"ENSG00000100767",3,0,199,29472
"ENSG00000227598",1,0,2,29057
"ENSG00000216966",0,NA,0,NA
"ENSG00000231720",0,NA,1,2395
"ENSG00000267684",0,NA,1,780
"ENSG00000188120",0,NA,89,65160
"ENSG00000228648",0,NA,1,3822
"ENSG00000267489",0,NA,5,57606
"ENSG00000217447",1,1,0,NA
"ENSG00000234192",2,0,0,NA
"ENSG00000203688",0,NA,3,1608
"ENSG00000230181",1,1,0,NA
"ENSG00000223820",2,1,5,24995
"ENSG00000160683",2,0,1,9604
"ENSG00000223771",0,NA,1,NA
"ENSG00000177468",0,NA,0,NA
"ENSG00000213065",0,NA,0,NA
"ENSG00000198221",0,NA,5,475
"ENSG00000244721",2,1,16,NA
"ENSG00000258817",0,NA,0,NA
"ENSG00000179627",0,NA,1,213
"ENSG00000177400",0,NA,0,NA
"ENSG00000118503",1,0,14,11085
"ENSG00000254917",0,NA,0,NA
"ENSG00000235994",0,NA,2,2316
"ENSG00000106346",0,NA,85,49628
"ENSG00000100221",0,NA,16,11693
"ENSG00000229921",1,1,5,1171
"ENSG00000030582",0,NA,93,4347
"ENSG00000235507",0,NA,0,NA
"ENSG00000267779",0,NA,11,29159
"ENSG00000164109",1,0,11,5723
"ENSG00000233935",1,1,0,NA
"ENSG00000206446",4,1,11,NA
"ENSG00000087589",0,NA,19,43210
"ENSG00000229471",0,NA,3,3127
"ENSG00000171103",1,1,18,18432
"ENSG00000160877",2,0,7,18571
"ENSG00000224438",0,NA,0,NA
"ENSG00000072778",2,1,217,3290
"ENSG00000256030",0,NA,2,6714
"ENSG00000152904",2,1,22,12556
"ENSG00000140543",1,0,27,32467
"ENSG00000235427",1,1,1,8867
"ENSG00000172939",0,NA,50,84343
"ENSG00000234893",3,1,22,NA
"ENSG00000243220",1,0,1,6950
"ENSG00000181013",1,0,1,660
"ENSG00000258325",3,1,3,15271
"ENSG00000231210",1,0,5,42923
"ENSG00000138356",0,NA,98,85681
"ENSG00000105997",5,1,19,41560
"ENSG00000258092",2,1,1,6517
"ENSG00000121101",8,0,134,130088
"ENSG00000250899",0,NA,0,NA
"ENSG00000178531",1,0,1,409
"ENSG00000126107",0,NA,52,3731
"ENSG00000234589",0,NA,0,NA
"ENSG00000186174",3,1,24,21249
"ENSG00000256197",1,1,1,1119
"ENSG00000227081",1,1,0,NA
"ENSG00000259137",1,0,0,NA
"ENSG00000250770",0,NA,1,1721
"ENSG00000270673",0,NA,0,NA
"ENSG00000236908",0,NA,3,3623
"ENSG00000137338",0,NA,12,17884
"ENSG00000227679",0,NA,0,NA
"ENSG00000233832",0,NA,0,NA
"ENSG00000259148",1,0,0,NA
"ENSG00000229485",0,NA,0,NA
"ENSG00000257048",0,NA,2,3001
"ENSG00000237592",0,NA,1,125
"ENSG00000261542",0,NA,0,NA
"ENSG00000206190",3,0,52,179517
"ENSG00000259126",0,NA,2,919
"ENSG00000256691",1,1,1,340
"ENSG00000104980",1,0,62,12326
"ENSG00000243507",1,1,0,NA
"ENSG00000253205",2,1,15,82450
"ENSG00000196138",1,1,1,2
"ENSG00000118976",1,1,0,NA
"ENSG00000022277",3,0,51,46806
"ENSG00000133030",7,0,158,157064
"ENSG00000213186",4,1,15,45468
"ENSG00000256862",1,1,3,37633
"ENSG00000213672",1,0,63,18812
"ENSG00000269165",1,1,0,NA
"ENSG00000269700",1,1,0,NA
"ENSG00000182776",0,NA,1,1028
"ENSG00000224745",1,1,2,1239
"ENSG00000204147",1,1,21,72877
"ENSG00000256969",0,NA,2,5096
"ENSG00000262155",0,NA,1,133
"ENSG00000223781",1,1,2,20332
"ENSG00000241880",2,1,0,NA
"ENSG00000213658",2,0,103,3694
"ENSG00000251581",2,1,5,NA
"ENSG00000256356",0,NA,0,NA
"ENSG00000242185",0,NA,13,7961
"ENSG00000228858",1,0,1,825
"ENSG00000137878",2,1,212,115261
"ENSG00000242444",0,NA,1,7608
"ENSG00000104915",0,NA,58,4534
"ENSG00000224253",2,0,0,NA
"ENSG00000228912",0,NA,0,NA
"ENSG00000079841",2,0,437,503680
"ENSG00000234768",0,NA,1,9696
"ENSG00000127054",2,1,334,4895
"ENSG00000115263",0,NA,15,7151
"ENSG00000230238",1,0,12,NA
"ENSG00000237987",0,NA,1,785
"ENSG00000261757",0,NA,0,NA
"ENSG00000185128",0,NA,70,5772
"ENSG00000007516",1,1,272,9728
"ENSG00000011426",1,1,91,58001
"ENSG00000256162",0,NA,1,7219
"ENSG00000236688",0,NA,0,NA
"ENSG00000236714",0,NA,3,13165
"ENSG00000258067",0,NA,1,NA
"ENSG00000224786",0,NA,3,1180
"ENSG00000225346",1,0,0,NA
"ENSG00000221954",0,NA,0,NA
"ENSG00000134265",0,NA,58,21282
"ENSG00000227100",0,NA,0,NA
"ENSG00000111785",1,1,74,106944
"ENSG00000260055",0,NA,4,NA
"ENSG00000221840",0,NA,0,NA
"ENSG00000116957",2,0,78,79059
"ENSG00000185926",0,NA,0,NA
"ENSG00000236122",0,NA,0,NA
"ENSG00000079819",0,NA,255,213761
"ENSG00000145936",2,1,5,8931
"ENSG00000244754",2,0,74,96124
"ENSG00000250423",0,NA,13,64134
"ENSG00000160446",1,1,23,665
"ENSG00000256164",2,1,1,26866
"ENSG00000255920",2,1,1,21837
"ENSG00000248516",0,NA,2,10807
"ENSG00000213970",1,1,0,NA
"ENSG00000271105",0,NA,0,NA
"ENSG00000256748",1,1,0,NA
"ENSG00000248221",1,1,3,5041
"ENSG00000251675",1,1,2,14861
"ENSG00000256799",2,1,1,162
"ENSG00000268059",1,1,7,4702
"ENSG00000269482",1,1,0,NA
"ENSG00000256381",2,1,1,1961
"ENSG00000228779",1,1,1,683
"ENSG00000125249",0,NA,3,29339
"ENSG00000255474",1,1,3,18440
"ENSG00000249438",0,NA,0,NA
"ENSG00000140395",3,1,80,14324
"ENSG00000100226",6,0,41,24429
"ENSG00000206178",1,1,2,1608
"ENSG00000007372",1,0,205,18012
"ENSG00000010017",2,1,27,86601
"ENSG00000078098",1,0,103,67495
"ENSG00000150244",1,0,5,7498
"ENSG00000263326",0,NA,1,563
"ENSG00000260200",1,0,1,NA
"ENSG00000111596",1,0,226,98835
"ENSG00000184188",0,NA,1,2070
"ENSG00000259280",0,NA,6,9273
"ENSG00000105427",0,NA,7,2670
"ENSG00000259460",1,1,1,372
"ENSG00000270304",0,NA,0,NA
"ENSG00000259434",1,1,3,125322
"ENSG00000114737",1,0,6,231
"ENSG00000243122",1,0,0,NA
"ENSG00000244076",0,NA,0,NA
"ENSG00000259225",0,NA,9,75136
"ENSG00000226272",1,1,13,8334
"ENSG00000065150",1,0,231,61005
"ENSG00000227087",0,NA,0,NA
"ENSG00000258613",1,0,1,571
"ENSG00000231757",0,NA,1,5217
"ENSG00000214759",1,0,0,NA
"ENSG00000235030",0,NA,1,NA
"ENSG00000254115",1,0,2,56675
"ENSG00000231391",1,1,1,7248
"ENSG00000234138",0,NA,2,14020
"ENSG00000225323",0,NA,2,286
"ENSG00000099364",2,0,62,21401
"ENSG00000181495",1,1,0,NA
"ENSG00000237625",0,NA,0,NA
"ENSG00000243935",1,1,1,7200
"ENSG00000079435",2,0,29,20727
"ENSG00000113407",0,NA,169,23148
"ENSG00000074755",2,0,135,122751
"ENSG00000228440",0,NA,0,NA
"ENSG00000132613",1,0,22,19885
"ENSG00000163380",0,NA,8,11888
"ENSG00000126088",0,NA,87,523
"ENSG00000140740",0,NA,67,26023
"ENSG00000139351",1,1,30,7000
"ENSG00000237546",0,NA,1,9770
"ENSG00000227867",0,NA,0,NA
"ENSG00000227639",0,NA,0,NA
"ENSG00000228001",0,NA,14,NA
"ENSG00000271650",0,NA,0,NA
"ENSG00000226832",0,NA,0,NA
"ENSG00000228755",0,NA,0,NA
"ENSG00000251201",3,1,7,43795
"ENSG00000233618",0,NA,0,NA
"ENSG00000235945",1,1,3,972
"ENSG00000226000",0,NA,0,NA
"ENSG00000180113",2,0,9,7408
"ENSG00000234195",0,NA,0,NA
"ENSG00000257478",0,NA,1,NA
"ENSG00000227137",5,1,4,NA
"ENSG00000257299",0,NA,1,NA
"ENSG00000258263",0,NA,1,NA
"ENSG00000257665",0,NA,1,NA
"ENSG00000162885",0,NA,34,48912
"ENSG00000251515",0,NA,0,NA
"ENSG00000233462",0,NA,3,NA
"ENSG00000267300",0,NA,1,NA
"ENSG00000168071",0,NA,114,9004
"ENSG00000231716",0,NA,0,NA
"ENSG00000230846",2,1,1,2884
"ENSG00000267204",1,0,3,924
"ENSG00000250364",5,1,1,NA
"ENSG00000228361",0,NA,2,10513
"ENSG00000257461",0,NA,1,NA
"ENSG00000234744",0,NA,3,5945
"ENSG00000237034",0,NA,4,NA
"ENSG00000166471",1,0,28,29711
"ENSG00000234647",0,NA,4,17402
"ENSG00000267133",1,0,3,2095
"ENSG00000254724",0,NA,0,NA
"ENSG00000248569",0,NA,0,NA
"ENSG00000230711",0,NA,0,NA
"ENSG00000101082",3,1,14,31149
"ENSG00000225247",2,1,0,NA
"ENSG00000234809",0,NA,18,NA
"ENSG00000224417",1,1,1,1488
"ENSG00000220157",0,NA,0,NA
"ENSG00000254813",1,1,6,44375
"ENSG00000143554",0,NA,57,335
"ENSG00000015153",1,1,62,70416
"ENSG00000229995",0,NA,0,NA
"ENSG00000267213",1,1,2,14541
"ENSG00000260771",0,NA,0,NA
"ENSG00000235441",4,1,1,NA
"ENSG00000234681",1,1,0,NA
"ENSG00000268836",0,NA,0,NA
"ENSG00000255905",1,1,2,6
"ENSG00000100239",2,0,121,96462
"ENSG00000224118",0,NA,0,NA
"ENSG00000226152",1,1,0,NA
"ENSG00000206168",0,NA,0,NA
"ENSG00000235815",0,NA,2,6305
"ENSG00000165702",4,1,39,43695
"ENSG00000226893",1,0,6,NA
"ENSG00000249042",1,1,4,4512
"ENSG00000225879",0,NA,1,819
"ENSG00000223898",3,1,5,NA
"ENSG00000154813",0,NA,7,3436
"ENSG00000257425",0,NA,1,NA
"ENSG00000235223",0,NA,1,NA
"ENSG00000181026",0,NA,13,4971
"ENSG00000227027",0,NA,3,NA
"ENSG00000105419",0,NA,106,11354
"ENSG00000223693",0,NA,1,NA
"ENSG00000227758",2,0,0,NA
"ENSG00000186431",0,NA,42,13774
"ENSG00000233241",0,NA,1,NA
"ENSG00000231998",0,NA,1,NA
"ENSG00000236829",2,1,4,8491
"ENSG00000227956",1,0,0,NA
"ENSG00000229408",0,NA,14,NA
"ENSG00000259078",1,0,1,300
"ENSG00000154864",4,0,273,467546
"ENSG00000229038",0,NA,0,NA
"ENSG00000253778",1,0,5,51868
"ENSG00000232331",1,0,5,NA
"ENSG00000237741",0,NA,1,2116
"ENSG00000257656",0,NA,1,NA
"ENSG00000067248",1,0,60,46775
"ENSG00000180662",1,1,0,NA
"ENSG00000229582",0,NA,1,1479
"ENSG00000099814",0,NA,72,24310
"ENSG00000258228",0,NA,1,NA
"ENSG00000253568",1,0,0,NA
"ENSG00000223352",0,NA,0,NA
"ENSG00000232413",0,NA,1,101719
"ENSG00000258980",1,1,1,333
"ENSG00000257423",1,1,1,NA
"ENSG00000251177",0,NA,5,11524
"ENSG00000223708",1,1,0,NA
"ENSG00000228392",0,NA,2,3698
"ENSG00000253500",3,1,10,211981
"ENSG00000257892",0,NA,3,NA
"ENSG00000171219",0,NA,42,15107
"ENSG00000260448",1,1,6,24800
"ENSG00000233721",0,NA,1,1674
"ENSG00000236959",1,0,6,21141
"ENSG00000254943",1,1,1,347
"ENSG00000226078",0,NA,1,2388
"ENSG00000188986",0,NA,12,15688
"ENSG00000165478",1,1,8,13397
"ENSG00000168314",0,NA,54,53055
"ENSG00000159713",1,0,13,1111
"ENSG00000255494",1,0,1,23546
"ENSG00000134970",3,1,6,15594
"ENSG00000087008",2,1,76,70616
"ENSG00000215146",0,NA,0,NA
"ENSG00000237284",0,NA,0,NA
"ENSG00000182632",0,NA,26,60127
"ENSG00000214688",1,1,2,21192
"ENSG00000236561",0,NA,93,NA
"ENSG00000234769",2,0,62,89
"ENSG00000251468",2,1,2,2398
"ENSG00000146070",1,1,32,28540
"ENSG00000253932",1,0,1,694
"ENSG00000166206",3,1,71,383289
"ENSG00000123143",1,0,100,34230
"ENSG00000253257",1,0,0,NA
"ENSG00000255069",2,1,1,45149
"ENSG00000254491",1,0,0,NA
"ENSG00000129596",0,NA,12,10040
"ENSG00000168243",2,0,12,97660
"ENSG00000228684",1,1,1,NA
"ENSG00000205927",1,0,2,NA
"ENSG00000251489",0,NA,0,NA
"ENSG00000181896",0,NA,20,8158
"ENSG00000258629",0,NA,0,NA
"ENSG00000258960",0,NA,0,NA
"ENSG00000154016",1,1,18,23864
"ENSG00000253401",2,0,0,NA
"ENSG00000170667",4,1,105,55533
"ENSG00000224861",0,NA,0,NA
"ENSG00000143669",4,0,196,203040
"ENSG00000251563",2,0,0,NA
"ENSG00000233156",0,NA,1,486
"ENSG00000111229",1,0,24,12579
"ENSG00000234888",0,NA,7,31330
"ENSG00000258502",0,NA,13,13058
"ENSG00000258291",1,1,1,NA
"ENSG00000231591",3,1,9,NA
"ENSG00000082153",1,0,71,8675
"ENSG00000103064",2,1,62,29733
"ENSG00000234674",1,0,8,NA
"ENSG00000223516",1,1,1,78
"ENSG00000242186",0,NA,1,192
"ENSG00000143614",2,0,10,110783
"ENSG00000236311",2,0,4,39917
"ENSG00000237170",1,1,1,117
"ENSG00000247708",1,1,8,94325
"ENSG00000114988",0,NA,71,31436
"ENSG00000144642",7,0,116,719080
"ENSG00000241489",4,1,29,47376
"ENSG00000224842",0,NA,5,23169
"ENSG00000213613",1,1,0,NA
"ENSG00000173626",3,1,9,47870
"ENSG00000227905",0,NA,1,977
"ENSG00000107738",1,1,11,20868
"ENSG00000237205",0,NA,0,NA
"ENSG00000168137",2,0,251,70850
"ENSG00000271408",0,NA,0,NA
"ENSG00000242706",1,1,0,NA
"ENSG00000188039",1,0,140,89539
"ENSG00000111713",1,1,15,65542
"ENSG00000227460",1,0,88,NA
"ENSG00000240003",1,1,1,318
"ENSG00000177463",2,0,91,100139
"ENSG00000241145",2,0,0,NA
"ENSG00000269259",1,1,0,NA
"ENSG00000230428",1,1,2,1782
"ENSG00000251366",0,NA,0,NA
"ENSG00000107807",2,1,7,3868
"ENSG00000215507",1,0,7,8485
"ENSG00000126861",1,1,4,21693
"ENSG00000015479",4,1,288,43275
"ENSG00000237192",0,NA,20,NA
"ENSG00000255457",0,NA,1,9664
"ENSG00000251587",0,NA,0,NA
"ENSG00000255413",0,NA,0,NA
"ENSG00000249896",1,0,4,35042
"ENSG00000154814",2,1,38,67677
"ENSG00000224880",0,NA,0,NA
"ENSG00000188313",0,NA,106,25356
"ENSG00000178033",1,1,1,3364
"ENSG00000157653",1,1,30,17355
"ENSG00000256323",1,1,1,5
"ENSG00000251221",0,NA,1,13463
"ENSG00000181961",0,NA,0,NA
"ENSG00000234124",0,NA,29,17031
"ENSG00000261691",1,1,1,6188
"ENSG00000249655",1,1,1,730
"ENSG00000181958",0,NA,0,NA
"ENSG00000196674",1,0,1,3
"ENSG00000224723",0,NA,3,1982
"ENSG00000248967",1,1,0,NA
"ENSG00000181939",0,NA,0,NA
"ENSG00000197727",0,NA,1,3
"ENSG00000228201",1,1,1,340
"ENSG00000170616",0,NA,1,1939
"ENSG00000181935",0,NA,0,NA
"ENSG00000236914",0,NA,2,1687
"ENSG00000256988",1,1,1,1652
"ENSG00000244630",1,1,0,NA
"ENSG00000114738",1,1,39,33872
"ENSG00000185904",0,NA,8,17461
"ENSG00000251408",1,0,1,202
"ENSG00000255608",2,1,1,3162
"ENSG00000262528",1,1,1,168
"ENSG00000256790",0,NA,1,2646
"ENSG00000269908",0,NA,0,NA
"ENSG00000251450",1,1,4,12049
"ENSG00000259380",0,NA,5,84314
"ENSG00000256654",0,NA,1,1189
"ENSG00000251580",1,1,2,2685
"ENSG00000230764",0,NA,0,NA
"ENSG00000260394",0,NA,3,NA
"ENSG00000214597",2,1,8,465
"ENSG00000198837",0,NA,69,9631
"ENSG00000108231",0,NA,22,37505
"ENSG00000255996",0,NA,0,NA
"ENSG00000256115",0,NA,10,7768
"ENSG00000206538",0,NA,8,41581
"ENSG00000237309",0,NA,0,NA
"ENSG00000164451",1,1,11,27927
"ENSG00000187866",1,1,0,NA
"ENSG00000101079",2,0,76,91082
"ENSG00000159714",0,NA,31,19167
"ENSG00000185087",1,0,10,73928
"ENSG00000256417",2,1,5,91575
"ENSG00000187243",1,0,108,2484
"ENSG00000221932",1,1,0,NA
"ENSG00000150527",5,1,223,115588
"ENSG00000185915",0,NA,0,NA
"ENSG00000236692",0,NA,0,NA
"ENSG00000149548",0,NA,34,82562
"ENSG00000256146",1,0,0,NA
"ENSG00000172020",1,0,5,96083
"ENSG00000256218",1,0,0,NA
"ENSG00000100532",0,NA,31,24941
"ENSG00000255983",0,NA,4,16662
"ENSG00000248451",1,0,3,NA
"ENSG00000105549",0,NA,19,12201
"ENSG00000091482",0,NA,9,51157
"ENSG00000235014",0,NA,1,9619
"ENSG00000255973",1,1,0,NA
"ENSG00000225876",0,NA,0,NA
"ENSG00000148308",0,NA,66,23833
"ENSG00000251001",1,1,1,330
"ENSG00000255775",0,NA,2,5034
"ENSG00000229238",0,NA,12,74837
"ENSG00000256103",0,NA,0,NA
"ENSG00000189377",1,0,6,13575
"ENSG00000170846",1,0,2,287
"ENSG00000256433",0,NA,2,443
"ENSG00000112238",0,NA,6,5574
"ENSG00000162415",3,0,15,283780
"ENSG00000213942",0,NA,0,NA
"ENSG00000233843",0,NA,1,298
"ENSG00000228851",0,NA,0,NA
"ENSG00000254753",0,NA,1,4421
"ENSG00000224906",0,NA,0,NA
"ENSG00000246526",0,NA,2,1253
"ENSG00000215039",1,1,30,9160
"ENSG00000234407",0,NA,3,5173
"ENSG00000187904",3,1,1,3028
"ENSG00000237582",1,1,16,NA
"ENSG00000257341",2,1,29,3668
"ENSG00000185862",2,1,5,8277
"ENSG00000229720",0,NA,1,513
"ENSG00000164270",1,0,81,219136
"ENSG00000137460",0,NA,21,36763
"ENSG00000244083",0,NA,0,NA
"ENSG00000240775",1,1,0,NA
"ENSG00000124091",3,1,6,32376
"ENSG00000250322",1,1,0,NA
"ENSG00000205209",4,0,8,79387
"ENSG00000141086",2,1,28,2065
"ENSG00000109586",3,1,35,148362
"ENSG00000062485",2,1,158,22304
"ENSG00000186432",2,0,21,61198
"ENSG00000184221",1,0,2,NA
"ENSG00000012174",2,0,21,36873
"ENSG00000157617",0,NA,58,60192
"ENSG00000111716",1,0,36,119544
"ENSG00000205944",0,NA,200,67775
"ENSG00000251073",1,0,0,NA
"ENSG00000115085",0,NA,58,21203
"ENSG00000250604",1,0,1,974
"ENSG00000259192",1,1,0,NA
"ENSG00000251429",0,NA,3,4685
"ENSG00000250492",0,NA,0,NA
"ENSG00000228987",0,NA,10,NA
"ENSG00000158169",5,1,65,211588
"ENSG00000189357",2,0,6,1651
"ENSG00000261004",3,1,1,NA
"ENSG00000248651",0,NA,0,NA
"ENSG00000256913",0,NA,0,NA
"ENSG00000226358",1,1,0,NA
"ENSG00000249772",1,1,1,914
"ENSG00000256329",2,0,0,NA
"ENSG00000267881",3,1,3,51947
"ENSG00000227084",0,NA,2,20325
"ENSG00000260964",3,1,1,NA
"ENSG00000255966",0,NA,1,733
"ENSG00000235150",0,NA,0,NA
"ENSG00000247572",3,1,14,93602
"ENSG00000198566",0,NA,7,16688
"ENSG00000269968",1,1,1,156
"ENSG00000104356",0,NA,35,37702
"ENSG00000234256",0,NA,0,NA
"ENSG00000250048",0,NA,1,473
"ENSG00000245667",1,1,1,869
"ENSG00000079950",0,NA,28,50953
"ENSG00000180139",2,1,5,4634
"ENSG00000247853",2,1,1,3923
"ENSG00000140443",3,0,81,302080
"ENSG00000086548",2,1,8,18184
"ENSG00000254425",0,NA,0,NA
"ENSG00000219410",1,1,2,7542
"ENSG00000105371",1,0,5,130
"ENSG00000112837",0,NA,7,25680
"ENSG00000197576",3,1,4,547
"ENSG00000186603",0,NA,0,NA
"ENSG00000270068",0,NA,0,NA
"ENSG00000269892",0,NA,0,NA
"ENSG00000013441",1,0,79,6575
"ENSG00000164211",1,0,44,10880
"ENSG00000115267",0,NA,17,47112
"ENSG00000236488",1,1,0,NA
"ENSG00000254376",0,NA,0,NA
"ENSG00000253171",0,NA,5,44307
"ENSG00000160741",0,NA,61,7358
"ENSG00000132781",1,1,327,7412
"ENSG00000229707",0,NA,0,NA
"ENSG00000128203",1,1,3,12389
"ENSG00000261659",2,1,1,NA
"ENSG00000229086",0,NA,3,4174
"ENSG00000253553",3,0,10,407260
"ENSG00000124103",3,1,4,7822
"ENSG00000094755",1,0,58,46092
"ENSG00000166394",0,NA,70,3531
"ENSG00000079385",2,0,76,48420
"ENSG00000255437",0,NA,0,NA
"ENSG00000254575",1,0,2,3577
"ENSG00000249668",0,NA,0,NA
"ENSG00000258561",2,1,8,294796
"ENSG00000266996",1,1,0,NA
"ENSG00000183733",0,NA,4,12616
"ENSG00000214366",1,0,0,NA
"ENSG00000185479",0,NA,8,3202
"ENSG00000249125",1,0,2,31302
"ENSG00000255365",1,0,0,NA
"ENSG00000225459",0,NA,0,NA
"ENSG00000234298",1,1,0,NA
"ENSG00000236657",2,1,1,NA
"ENSG00000255076",1,0,1,452
"ENSG00000251526",1,0,2,21665
"ENSG00000261190",0,NA,19,70029
"ENSG00000213714",0,NA,1,2582
"ENSG00000249368",0,NA,0,NA
"ENSG00000233972",3,1,0,NA
"ENSG00000249464",3,1,14,272368
"ENSG00000183791",1,1,0,NA
"ENSG00000105520",0,NA,34,7047
"ENSG00000101856",0,NA,3,6305
"ENSG00000229353",2,1,92,NA
"ENSG00000105376",0,NA,21,2902
"ENSG00000149262",2,1,84,109910
"ENSG00000087510",0,NA,13,6878
"ENSG00000100099",1,1,143,29649
"ENSG00000249170",1,0,0,NA
"ENSG00000178234",2,0,79,88390
"ENSG00000270098",1,0,1,2378
"ENSG00000267559",4,0,7,44660
