"ensembl_gene_id" "percentage_gene_gc_content"
"20855" "ENSG00000228365" 46.55
"20856" "ENSG00000228369" 43.09
"20857" "ENSG00000228376" 50.28
"20858" "ENSG00000228382" 48.39
"20859" "ENSG00000228384" 50.73
"20860" "ENSG00000228386" 43.91
"20861" "ENSG00000228392" 45.12
"20862" "ENSG00000228393" 42
"20863" "ENSG00000228395" 45.84
"20864" "ENSG00000228397" 54.4
"20865" "ENSG00000228399" 44.9
"20866" "ENSG00000228401" 58.28
"20867" "ENSG00000228403" 51.27
"20868" "ENSG00000228404" 44.89
"20869" "ENSG00000228407" 43.53
"20870" "ENSG00000228408" 42.15
"20871" "ENSG00000228409" 40.94
"20872" "ENSG00000228412" 38.79
"20873" "ENSG00000228413" 56.79
"20874" "ENSG00000228414" 44.29
"20875" "ENSG00000228415" 50.46
"20876" "ENSG00000228417" 59.3
"20877" "ENSG00000228421" 62.54
"20878" "ENSG00000228422" 38.78
"20879" "ENSG00000228427" 46.28
"20880" "ENSG00000228431" 35.49
"20881" "ENSG00000228432" 40.77
"20882" "ENSG00000228436" 43.46
"20883" "ENSG00000228439" 40.48
"20884" "ENSG00000228444" 44.97
"20885" "ENSG00000228445" 50
"20886" "ENSG00000228446" 41.88
"20887" "ENSG00000228451" 40.89
"20888" "ENSG00000228452" 43.56
"20889" "ENSG00000228459" 39.99
"20890" "ENSG00000228462" 55.05
"20891" "ENSG00000228463" 39.19
"20892" "ENSG00000228470" 41.76
"20893" "ENSG00000228474" 56.45
"20894" "ENSG00000228476" 54.34
"20895" "ENSG00000228477" 57.66
"20896" "ENSG00000228481" 42.01
"20897" "ENSG00000228482" 41.91
"20898" "ENSG00000228484" 41.84
"20899" "ENSG00000228485" 39.16
"20900" "ENSG00000228486" 45.08
"20901" "ENSG00000228487" 48.15
"20902" "ENSG00000228488" 44.86
"20903" "ENSG00000228489" 43.82
"20904" "ENSG00000228495" 36.39
"20905" "ENSG00000228496" 54.47
"20906" "ENSG00000228502" 46.72
"20907" "ENSG00000228503" 53.78
"20908" "ENSG00000228504" 38.89
"20909" "ENSG00000228506" 42.95
"20910" "ENSG00000228509" 37.78
"20911" "ENSG00000228510" 47.7
"20912" "ENSG00000228512" 38.77
"20913" "ENSG00000228513" 37.61
"20914" "ENSG00000228519" 50.66
"20915" "ENSG00000228522" 47.91
"20916" "ENSG00000228525" 41.71
"20917" "ENSG00000228527" 33.68
"20918" "ENSG00000228528" 40.98
"20919" "ENSG00000228532" 45.49
"20920" "ENSG00000228536" 38.72
"20921" "ENSG00000228538" 42.85
"20922" "ENSG00000228540" 33.59
"20923" "ENSG00000228541" 46.29
"20924" "ENSG00000228543" 41.94
"20925" "ENSG00000228547" 48.41
"20926" "ENSG00000228549" 59.12
"20927" "ENSG00000228554" 39.41
"20928" "ENSG00000228559" 56.84
"20929" "ENSG00000228561" 39.51
"20930" "ENSG00000228564" 47.12
"20931" "ENSG00000228566" 40.45
"20932" "ENSG00000228567" 48
"20933" "ENSG00000228569" 47.81
"20934" "ENSG00000228577" 36.88
"20935" "ENSG00000228587" 43.86
"20936" "ENSG00000228589" 45.96
"20937" "ENSG00000228590" 52.11
"20938" "ENSG00000228592" 35.28
"20939" "ENSG00000228594" 70.31
"20940" "ENSG00000228596" 50.07
"20941" "ENSG00000228598" 36.4
"20942" "ENSG00000228601" 39.74
"20943" "ENSG00000228604" 39.99
"20944" "ENSG00000228606" 58.74
"20945" "ENSG00000228612" 54.73
"20946" "ENSG00000228613" 51.3
"20947" "ENSG00000228614" 42.26
"20948" "ENSG00000228616" 56.05
"20949" "ENSG00000228618" 36.66
"20950" "ENSG00000228620" 56.97
"20951" "ENSG00000228623" 38.73
"20952" "ENSG00000228624" 37.94
"20953" "ENSG00000228626" 57.1
"20954" "ENSG00000228629" 43.73
"20955" "ENSG00000228630" 51.62
"20956" "ENSG00000228636" 47.69
"20957" "ENSG00000228638" 40.48
"20958" "ENSG00000228639" 39.76
"20959" "ENSG00000228643" 47.55
"20960" "ENSG00000228648" 47.39
"20961" "ENSG00000228649" 43.38
"20962" "ENSG00000228650" 50.83
"20963" "ENSG00000228653" 46.41
"20964" "ENSG00000228655" 35.25
"20965" "ENSG00000228656" 49.26
"20966" "ENSG00000228659" 41.35
"20967" "ENSG00000228660" 45.45
"20968" "ENSG00000228663" 44.93
"20969" "ENSG00000228664" 58.32
"20970" "ENSG00000228665" 47.83
"20971" "ENSG00000228666" 58.15
"20972" "ENSG00000228668" 46.38
"20973" "ENSG00000228669" 33.2
"20974" "ENSG00000228672" 66.01
"20975" "ENSG00000228677" 39.27
"20976" "ENSG00000228679" 38.28
"20977" "ENSG00000228680" 47.57
"20978" "ENSG00000228685" 62.24
"20979" "ENSG00000228686" 36.52
"20980" "ENSG00000228689" 36.48
"20981" "ENSG00000228692" 45.93
"20982" "ENSG00000228695" 47.94
"20983" "ENSG00000228696" 43.65
"20984" "ENSG00000228697" 41.74
"20985" "ENSG00000228700" 47.26
"20986" "ENSG00000228701" 38.44
"20987" "ENSG00000228702" 47.83
"20988" "ENSG00000228703" 59.93
"20989" "ENSG00000228705" 57.35
"20990" "ENSG00000228707" 41.16
"20991" "ENSG00000228709" 47.62
"20992" "ENSG00000228714" 39.96
"20993" "ENSG00000228716" 41.24
"20994" "ENSG00000228718" 54.4
"20995" "ENSG00000228719" 52.09
"20996" "ENSG00000228723" 49.67
"20997" "ENSG00000228728" 45.95
"20998" "ENSG00000228730" 38.88
"20999" "ENSG00000228735" 37.4
"21000" "ENSG00000228737" 46.75
"21001" "ENSG00000228740" 41.08
"21002" "ENSG00000228741" 44.18
"21003" "ENSG00000228742" 41.65
"21004" "ENSG00000228748" 47.11
"21005" "ENSG00000228750" 48.21
"21006" "ENSG00000228754" 59.25
"21007" "ENSG00000228763" 39.96
"21008" "ENSG00000228766" 45.48
"21009" "ENSG00000228772" 36.79
"21010" "ENSG00000228775" 40.08
"21011" "ENSG00000228777" 34.92
"21012" "ENSG00000228778" 56.78
"21013" "ENSG00000228782" 42.96
"21014" "ENSG00000228784" 48.72
"21015" "ENSG00000228789" 48.38
"21016" "ENSG00000228791" 37.54
"21017" "ENSG00000228793" 44.94
"21018" "ENSG00000228794" 46.54
"21019" "ENSG00000228797" 62.57
"21020" "ENSG00000228798" 38.15
"21021" "ENSG00000228799" 42.95
"21022" "ENSG00000228800" 46.83
"21023" "ENSG00000228801" 40.39
"21024" "ENSG00000228802" 38.29
"21025" "ENSG00000228804" 44.08
"21026" "ENSG00000228807" 37.22
"21027" "ENSG00000228808" 51.56
"21028" "ENSG00000228810" 41.89
"21029" "ENSG00000228812" 65.92
"21030" "ENSG00000228817" 44.23
"21031" "ENSG00000228818" 51.99
"21032" "ENSG00000228824" 33.54
"21033" "ENSG00000228826" 38.06
"21034" "ENSG00000228828" 42.28
"21035" "ENSG00000228829" 54.56
"21036" "ENSG00000228830" 60.78
"21037" "ENSG00000228835" 55.77
"21038" "ENSG00000228836" 42.47
"21039" "ENSG00000228838" 56.39
"21040" "ENSG00000228839" 45.31
"21041" "ENSG00000228843" 59.24
"21042" "ENSG00000228848" 43.85
"21043" "ENSG00000228852" 36.21
"21044" "ENSG00000228857" 42.55
"21045" "ENSG00000228862" 40.48
"21046" "ENSG00000228863" 43.12
"21047" "ENSG00000228868" 50.76
"21048" "ENSG00000228874" 43.21
"21049" "ENSG00000228876" 50.45
"21050" "ENSG00000228877" 50.45
"21051" "ENSG00000228878" 39.03
"21052" "ENSG00000228879" 47.52
"21053" "ENSG00000228882" 60.57
"21054" "ENSG00000228884" 48.92
"21055" "ENSG00000228887" 59.82
"21056" "ENSG00000228888" 37.31
"21057" "ENSG00000228889" 44.85
"21058" "ENSG00000228897" 67.79
"21059" "ENSG00000228903" 56.99
"21060" "ENSG00000228906" 45.9
"21061" "ENSG00000228909" 46.25
"21062" "ENSG00000228914" 48.03
"21063" "ENSG00000228915" 48.44
"21064" "ENSG00000228917" 55
"21065" "ENSG00000228918" 42.18
"21066" "ENSG00000228923" 50.77
"21067" "ENSG00000228925" 43.95
"21068" "ENSG00000228927" 53.26
"21069" "ENSG00000228929" 45.05
"21070" "ENSG00000228933" 35.68
"21071" "ENSG00000228950" 46.07
"21072" "ENSG00000228951" 54.23
"21073" "ENSG00000228952" 37.13
"21074" "ENSG00000228956" 37.1
"21075" "ENSG00000228957" 54.67
"21076" "ENSG00000228959" 41.73
"21077" "ENSG00000228960" 42.12
"21078" "ENSG00000228961" 44.49
"21079" "ENSG00000228962" 37.55
"21080" "ENSG00000228966" 56.85
"21081" "ENSG00000228968" 36.82
"21082" "ENSG00000228971" 38.05
"21083" "ENSG00000228973" 50.15
"21084" "ENSG00000228979" 48.16
"21085" "ENSG00000228981" 59.55
"21086" "ENSG00000228983" 49.89
"21087" "ENSG00000228992" 42.21
"21088" "ENSG00000228997" 46.01
"21089" "ENSG00000228998" 59.86
"21090" "ENSG00000228999" 37.22
"21091" "ENSG00000229005" 46.47
"21092" "ENSG00000229007" 40.2
"21093" "ENSG00000229009" 35.02
"21094" "ENSG00000229011" 37.38
"21095" "ENSG00000229012" 35.58
"21096" "ENSG00000229015" 43.94
"21097" "ENSG00000229017" 38.15
"21098" "ENSG00000229018" 43.91
"21099" "ENSG00000229019" 40.88
"21100" "ENSG00000229020" 58.91
"21101" "ENSG00000229021" 44.03
"21102" "ENSG00000229027" 34.48
"21103" "ENSG00000229028" 42.34
"21104" "ENSG00000229029" 47.92
"21105" "ENSG00000229035" 58.45
"21106" "ENSG00000229036" 39.2
"21107" "ENSG00000229042" 44.38
"21108" "ENSG00000229043" 51.41
"21109" "ENSG00000229044" 40.79
"21110" "ENSG00000229047" 32.85
"21111" "ENSG00000229048" 43.62
"21112" "ENSG00000229051" 38.02
"21113" "ENSG00000229052" 36.91
"21114" "ENSG00000229056" 37.93
"21115" "ENSG00000229057" 45.65
"21116" "ENSG00000229060" 57.12
"21117" "ENSG00000229065" 47.48
"21118" "ENSG00000229066" 39.18
"21119" "ENSG00000229081" 60.51
"21120" "ENSG00000229083" 46.88
"21121" "ENSG00000229086" 48.98
"21122" "ENSG00000229089" 36.06
"21123" "ENSG00000229091" 44.85
"21124" "ENSG00000229092" 50.22
"21125" "ENSG00000229097" 38.18
"21126" "ENSG00000229105" 40.89
"21127" "ENSG00000229106" 58.25
"21128" "ENSG00000229107" 67.29
"21129" "ENSG00000229108" 33.16
"21130" "ENSG00000229109" 41.95
"21131" "ENSG00000229111" 39.37
"21132" "ENSG00000229116" 41.7
"21133" "ENSG00000229117" 46.1
"21134" "ENSG00000229118" 48.95
"21135" "ENSG00000229119" 55.25
"21136" "ENSG00000229122" 48.97
"21137" "ENSG00000229124" 43.67
"21138" "ENSG00000229127" 37.9
"21139" "ENSG00000229132" 48.93
"21140" "ENSG00000229140" 39.18
"21141" "ENSG00000229142" 65.31
"21142" "ENSG00000229151" 38.38
"21143" "ENSG00000229152" 38.6
"21144" "ENSG00000229153" 41.97
"21145" "ENSG00000229154" 39.74
"21146" "ENSG00000229156" 62.17
"21147" "ENSG00000229160" 42.41
"21148" "ENSG00000229162" 53.34
"21149" "ENSG00000229167" 53.17
"21150" "ENSG00000229175" 38.96
"21151" "ENSG00000229178" 48.71
"21152" "ENSG00000229180" 47.61
"21153" "ENSG00000229183" 53.04
"21154" "ENSG00000229186" 46.64
"21155" "ENSG00000229188" 48.9
"21156" "ENSG00000229190" 35.99
"21157" "ENSG00000229191" 50.23
"21158" "ENSG00000229192" 39.95
"21159" "ENSG00000229195" 36.71
"21160" "ENSG00000229196" 59.55
"21161" "ENSG00000229197" 43.26
"21162" "ENSG00000229201" 36.42
"21163" "ENSG00000229203" 67.86
"21164" "ENSG00000229204" 37.76
"21165" "ENSG00000229205" 49.62
"21166" "ENSG00000229212" 44.73
"21167" "ENSG00000229220" 63.95
"21168" "ENSG00000229221" 45.07
"21169" "ENSG00000229222" 55.75
"21170" "ENSG00000229224" 47.29
"21171" "ENSG00000229227" 40.22
"21172" "ENSG00000229228" 41.87
"21173" "ENSG00000229231" 63.66
"21174" "ENSG00000229233" 33.83
"21175" "ENSG00000229236" 37.35
"21176" "ENSG00000229240" 42.42
"21177" "ENSG00000229243" 39.67
"21178" "ENSG00000229246" 41.91
"21179" "ENSG00000229248" 56.81
"21180" "ENSG00000229249" 36.25
"21181" "ENSG00000229251" 46.06
"21182" "ENSG00000229255" 36.85
"21183" "ENSG00000229256" 44.14
"21184" "ENSG00000229257" 49.22
"21185" "ENSG00000229258" 42.11
"21186" "ENSG00000229259" 51.06
"21187" "ENSG00000229262" 40.41
"21188" "ENSG00000229266" 60.81
"21189" "ENSG00000229267" 38.51
"21190" "ENSG00000229272" 60.46
"21191" "ENSG00000229273" 62.66
"21192" "ENSG00000229274" 47.68
"21193" "ENSG00000229278" 42.88
"21194" "ENSG00000229282" 54.47
"21195" "ENSG00000229283" 44.27
"21196" "ENSG00000229291" 42.49
"21197" "ENSG00000229294" 40.17
"21198" "ENSG00000229298" 52.41
"21199" "ENSG00000229299" 57.09
"21200" "ENSG00000229303" 50
"21201" "ENSG00000229308" 35.36
"21202" "ENSG00000229313" 40.93
"21203" "ENSG00000229314" 55.09
"21204" "ENSG00000229315" 36.86
"21205" "ENSG00000229316" 45.63
"21206" "ENSG00000229320" 50.42
"21207" "ENSG00000229321" 40
"21208" "ENSG00000229325" 33.33
"21209" "ENSG00000229326" 49.31
"21210" "ENSG00000229331" 47.56
"21211" "ENSG00000229334" 47.85
"21212" "ENSG00000229337" 41.2
"21213" "ENSG00000229344" 45.31
"21214" "ENSG00000229345" 49.48
"21215" "ENSG00000229348" 41.02
"21216" "ENSG00000229352" 48.2
"21217" "ENSG00000229356" 43.64
"21218" "ENSG00000229358" 38.96
"21219" "ENSG00000229359" 60.94
"21220" "ENSG00000229365" 49.07
"21221" "ENSG00000229367" 50.57
"21222" "ENSG00000229370" 35.65
"21223" "ENSG00000229372" 61.33
"21224" "ENSG00000229373" 45.6
"21225" "ENSG00000229375" 37.17
"21226" "ENSG00000229376" 61.45
"21227" "ENSG00000229380" 60.13
"21228" "ENSG00000229384" 40.56
"21229" "ENSG00000229385" 35.64
"21230" "ENSG00000229388" 47.96
"21231" "ENSG00000229391" 44.1
"21232" "ENSG00000229393" 64.91
"21233" "ENSG00000229399" 48.76
"21234" "ENSG00000229400" 47.21
"21235" "ENSG00000229402" 53.27
"21236" "ENSG00000229407" 56.47
"21237" "ENSG00000229409" 51.23
"21238" "ENSG00000229413" 65.45
"21239" "ENSG00000229414" 60.21
"21240" "ENSG00000229415" 40.89
"21241" "ENSG00000229417" 40.98
"21242" "ENSG00000229419" 40.13
"21243" "ENSG00000229422" 69.6
"21244" "ENSG00000229424" 41.82
"21245" "ENSG00000229425" 37.64
"21246" "ENSG00000229427" 37.42
"21247" "ENSG00000229431" 45.54
"21248" "ENSG00000229434" 41.22
"21249" "ENSG00000229436" 56.86
"21250" "ENSG00000229437" 37.28
"21251" "ENSG00000229443" 32.93
"21252" "ENSG00000229444" 43.81
"21253" "ENSG00000229447" 39.13
"21254" "ENSG00000229452" 41.8
"21255" "ENSG00000229453" 39.97
"21256" "ENSG00000229454" 38.29
"21257" "ENSG00000229457" 39.05
"21258" "ENSG00000229458" 34.63
"21259" "ENSG00000229466" 39.49
"21260" "ENSG00000229468" 38.71
"21261" "ENSG00000229473" 42.86
"21262" "ENSG00000229474" 42.9
"21263" "ENSG00000229483" 41.68
"21264" "ENSG00000229484" 59.54
"21265" "ENSG00000229487" 39.66
"21266" "ENSG00000229491" 39.17
"21267" "ENSG00000229492" 56.54
"21268" "ENSG00000229494" 36.66
"21269" "ENSG00000229497" 45.48
"21270" "ENSG00000229498" 41.79
"21271" "ENSG00000229502" 38.64
"21272" "ENSG00000229503" 41.93
"21273" "ENSG00000229512" 67.61
"21274" "ENSG00000229519" 48.39
"21275" "ENSG00000229520" 51.27
"21276" "ENSG00000229522" 55.27
"21277" "ENSG00000229525" 46.2
"21278" "ENSG00000229526" 45.5
"21279" "ENSG00000229528" 45.74
"21280" "ENSG00000229531" 39.86
"21281" "ENSG00000229536" 43.98
"21282" "ENSG00000229537" 41.76
"21283" "ENSG00000229539" 53.17
"21284" "ENSG00000229547" 59.46
"21285" "ENSG00000229549" 53.23
"21286" "ENSG00000229558" 46.44
"21287" "ENSG00000229563" 38.08
"21288" "ENSG00000229565" 36.42
"21289" "ENSG00000229569" 52.83
"21290" "ENSG00000229578" 33.45
"21291" "ENSG00000229582" 46.95
"21292" "ENSG00000229585" 43.86
"21293" "ENSG00000229587" 38.86
"21294" "ENSG00000229588" 44.6
"21295" "ENSG00000229589" 56.48
"21296" "ENSG00000229590" 61.97
"21297" "ENSG00000229591" 43.97
"21298" "ENSG00000229598" 46.79
"21299" "ENSG00000229599" 39.77
"21300" "ENSG00000229601" 45.06
"21301" "ENSG00000229606" 48.27
"21302" "ENSG00000229609" 48.38
"21303" "ENSG00000229611" 48.7
"21304" "ENSG00000229613" 38.97
"21305" "ENSG00000229618" 35.74
"21306" "ENSG00000229619" 41.99
"21307" "ENSG00000229627" 56.7
"21308" "ENSG00000229628" 40.38
"21309" "ENSG00000229635" 40.62
"21310" "ENSG00000229637" 52.86
"21311" "ENSG00000229638" 48.29
"21312" "ENSG00000229644" 34.69
"21313" "ENSG00000229647" 45.13
"21314" "ENSG00000229648" 49.24
"21315" "ENSG00000229654" 42.85
"21316" "ENSG00000229656" 41.96
"21317" "ENSG00000229657" 56.23
"21318" "ENSG00000229659" 42.01
"21319" "ENSG00000229660" 62.64
"21320" "ENSG00000229666" 38.86
"21321" "ENSG00000229671" 48.91
"21322" "ENSG00000229674" 54.14
"21323" "ENSG00000229676" 39.03
"21324" "ENSG00000229677" 45.37
"21325" "ENSG00000229688" 35.97
"21326" "ENSG00000229689" 52.41
"21327" "ENSG00000229692" 38.13
"21328" "ENSG00000229694" 44.34
"21329" "ENSG00000229697" 46.65
"21330" "ENSG00000229699" 39.09
"21331" "ENSG00000229700" 53.5
"21332" "ENSG00000229703" 41.83
"21333" "ENSG00000229715" 39.47
"21334" "ENSG00000229717" 42.71
"21335" "ENSG00000229719" 57.99
"21336" "ENSG00000229722" 42.12
"21337" "ENSG00000229727" 42.04
"21338" "ENSG00000229728" 40.56
"21339" "ENSG00000229732" 55.57
"21340" "ENSG00000229739" 35.3
"21341" "ENSG00000229740" 40.2
"21342" "ENSG00000229743" 51.77
"21343" "ENSG00000229750" 61.87
"21344" "ENSG00000229751" 43.39
"21345" "ENSG00000229754" 50.37
"21346" "ENSG00000229757" 49.56
"21347" "ENSG00000229759" 54.67
"21348" "ENSG00000229766" 37.49
"21349" "ENSG00000229770" 44.21
"21350" "ENSG00000229775" 36.09
"21351" "ENSG00000229776" 57.76
"21352" "ENSG00000229780" 44.07
"21353" "ENSG00000229781" 40.7
"21354" "ENSG00000229782" 66.81
"21355" "ENSG00000229786" 43.43
"21356" "ENSG00000229791" 45.23
"21357" "ENSG00000229792" 42.07
"21358" "ENSG00000229795" 51.42
"21359" "ENSG00000229797" 45.12
"21360" "ENSG00000229800" 39.73
"21361" "ENSG00000229806" 62.5
"21362" "ENSG00000229807" 39.79
"21363" "ENSG00000229808" 47.73
"21364" "ENSG00000229809" 56.77
"21365" "ENSG00000229816" 42.67
"21366" "ENSG00000229821" 55.79
"21367" "ENSG00000229828" 44.12
"21368" "ENSG00000229832" 46.9
"21369" "ENSG00000229833" 55.95
"21370" "ENSG00000229836" 64.22
"21371" "ENSG00000229846" 38.81
"21372" "ENSG00000229847" 47.72
"21373" "ENSG00000229848" 60.82
"21374" "ENSG00000229851" 47.71
"21375" "ENSG00000229852" 45.64
"21376" "ENSG00000229859" 53.02
"21377" "ENSG00000229862" 44.28
"21378" "ENSG00000229865" 40
"21379" "ENSG00000229867" 54.11
"21380" "ENSG00000229869" 45.9
"21381" "ENSG00000229870" 42.18
"21382" "ENSG00000229873" 60.29
"21383" "ENSG00000229881" 43.39
"21384" "ENSG00000229886" 42.34
"21385" "ENSG00000229891" 55.65
"21386" "ENSG00000229893" 40.63
"21387" "ENSG00000229894" 44.06
"21388" "ENSG00000229896" 45.41
"21389" "ENSG00000229900" 42.86
"21390" "ENSG00000229901" 47.6
"21391" "ENSG00000229909" 40.95
"21392" "ENSG00000229912" 47.08
"21393" "ENSG00000229913" 46.33
"21394" "ENSG00000229914" 53.31
"21395" "ENSG00000229915" 66.46
"21396" "ENSG00000229917" 46.49
"21397" "ENSG00000229921" 54.16
"21398" "ENSG00000229922" 40.75
"21399" "ENSG00000229928" 45.81
"21400" "ENSG00000229931" 61.85
"21401" "ENSG00000229932" 44.17
"21402" "ENSG00000229937" 45.87
"21403" "ENSG00000229938" 39
"21404" "ENSG00000229941" 40.3
"21405" "ENSG00000229944" 42.2
"21406" "ENSG00000229950" 56.21
"21407" "ENSG00000229951" 54.39
"21408" "ENSG00000229953" 56.05
"21409" "ENSG00000229956" 36.62
"21410" "ENSG00000229957" 48.45
"21411" "ENSG00000229961" 48.87
"21412" "ENSG00000229964" 47.58
"21413" "ENSG00000229967" 42.24
"21414" "ENSG00000229970" 39.39
"21415" "ENSG00000229972" 44.17
"21416" "ENSG00000229975" 36.68
"21417" "ENSG00000229980" 46.31
"21418" "ENSG00000229986" 39.91
"21419" "ENSG00000229988" 41.73
"21420" "ENSG00000229994" 42.78
"21421" "ENSG00000229996" 62.43
"21422" "ENSG00000229999" 43.09
"21423" "ENSG00000230000" 51.78
"21424" "ENSG00000230002" 37.16
"21425" "ENSG00000230005" 51.5
"21426" "ENSG00000230006" 35.08
"21427" "ENSG00000230009" 35.15
"21428" "ENSG00000230010" 38.03
"21429" "ENSG00000230011" 42.9
"21430" "ENSG00000230013" 56.9
"21431" "ENSG00000230015" 38.39
"21432" "ENSG00000230018" 47.19
"21433" "ENSG00000230021" 43.1
"21434" "ENSG00000230023" 50.44
"21435" "ENSG00000230026" 56.41
"21436" "ENSG00000230027" 38.09
"21437" "ENSG00000230031" 36.34
"21438" "ENSG00000230033" 51.14
"21439" "ENSG00000230035" 50.06
"21440" "ENSG00000230040" 33.82
"21441" "ENSG00000230042" 46.54
"21442" "ENSG00000230043" 42.96
"21443" "ENSG00000230044" 46.76
"21444" "ENSG00000230047" 56.39
"21445" "ENSG00000230051" 40.82
"21446" "ENSG00000230054" 49.53
"21447" "ENSG00000230061" 57.84
"21448" "ENSG00000230064" 46.43
"21449" "ENSG00000230065" 40.48
"21450" "ENSG00000230067" 37.94
"21451" "ENSG00000230069" 51.36
"21452" "ENSG00000230071" 46.63
"21453" "ENSG00000230074" 48.57
"21454" "ENSG00000230076" 55.35
"21455" "ENSG00000230082" 54.05
"21456" "ENSG00000230084" 38.97
"21457" "ENSG00000230086" 41.26
"21458" "ENSG00000230088" 63.22
"21459" "ENSG00000230090" 40.34
"21460" "ENSG00000230091" 42.85
"21461" "ENSG00000230092" 39.72
"21462" "ENSG00000230098" 48.21
"21463" "ENSG00000230099" 55.56
"21464" "ENSG00000230102" 45.45
"21465" "ENSG00000230107" 53.31
"21466" "ENSG00000230113" 52.35
"21467" "ENSG00000230115" 40.02
"21468" "ENSG00000230120" 41.32
"21469" "ENSG00000230121" 46.2
"21470" "ENSG00000230124" 37.67
"21471" "ENSG00000230126" 52.64
"21472" "ENSG00000230131" 46.51
"21473" "ENSG00000230138" 54.18
"21474" "ENSG00000230140" 50.38
"21475" "ENSG00000230142" 34.46
"21476" "ENSG00000230147" 44.47
"21477" "ENSG00000230148" 50.45
"21478" "ENSG00000230149" 57.97
"21479" "ENSG00000230154" 40.57
"21480" "ENSG00000230155" 45.12
"21481" "ENSG00000230156" 38.74
"21482" "ENSG00000230157" 57.52
"21483" "ENSG00000230159" 40.81
"21484" "ENSG00000230160" 45.08
"21485" "ENSG00000230163" 46.75
"21486" "ENSG00000230164" 52.82
"21487" "ENSG00000230174" 42.91
"21488" "ENSG00000230175" 45.74
"21489" "ENSG00000230177" 41.18
"21490" "ENSG00000230183" 43.16
"21491" "ENSG00000230185" 40.99
"21492" "ENSG00000230189" 41.05
"21493" "ENSG00000230190" 36.57
"21494" "ENSG00000230196" 50.56
"21495" "ENSG00000230202" 55.27
"21496" "ENSG00000230204" 46.24
"21497" "ENSG00000230205" 39.88
"21498" "ENSG00000230207" 49.84
"21499" "ENSG00000230212" 43.47
"21500" "ENSG00000230216" 68.13
"21501" "ENSG00000230219" 39.47
"21502" "ENSG00000230223" 34.97
"21503" "ENSG00000230224" 52.61
"21504" "ENSG00000230225" 39.86
"21505" "ENSG00000230226" 57.06
"21506" "ENSG00000230227" 45.29
"21507" "ENSG00000230246" 51.74
"21508" "ENSG00000230250" 39.96
"21509" "ENSG00000230251" 50.66
"21510" "ENSG00000230257" 42.72
"21511" "ENSG00000230258" 38.22
"21512" "ENSG00000230260" 36.39
"21513" "ENSG00000230262" 41.19
"21514" "ENSG00000230266" 45.41
"21515" "ENSG00000230267" 39.44
"21516" "ENSG00000230268" 48.72
"21517" "ENSG00000230269" 45.16
"21518" "ENSG00000230274" 49.73
"21519" "ENSG00000230280" 46.3
"21520" "ENSG00000230284" 39.85
"21521" "ENSG00000230286" 44.23
"21522" "ENSG00000230287" 48.2
"21523" "ENSG00000230289" 54.14
"21524" "ENSG00000230292" 34.59
"21525" "ENSG00000230294" 47.98
"21526" "ENSG00000230295" 43.84
"21527" "ENSG00000230300" 38.12
"21528" "ENSG00000230303" 32.66
"21529" "ENSG00000230304" 61.55
"21530" "ENSG00000230305" 44.72
"21531" "ENSG00000230306" 56.44
"21532" "ENSG00000230310" 47.23
"21533" "ENSG00000230311" 45.98
"21534" "ENSG00000230312" 53.97
"21535" "ENSG00000230313" 42.75
"21536" "ENSG00000230314" 41.93
"21537" "ENSG00000230316" 49.47
"21538" "ENSG00000230317" 41.1
"21539" "ENSG00000230319" 51.92
"21540" "ENSG00000230322" 43.87
"21541" "ENSG00000230323" 42.53
"21542" "ENSG00000230325" 43.55
"21543" "ENSG00000230328" 39.72
"21544" "ENSG00000230330" 51.28
"21545" "ENSG00000230333" 37.05
"21546" "ENSG00000230337" 52.8
"21547" "ENSG00000230338" 39.33
"21548" "ENSG00000230339" 61.89
"21549" "ENSG00000230358" 52.1
"21550" "ENSG00000230359" 50.02
"21551" "ENSG00000230361" 44.75
"21552" "ENSG00000230365" 40.86
"21553" "ENSG00000230368" 48.14
"21554" "ENSG00000230371" 47.04
"21555" "ENSG00000230372" 42.59
"21556" "ENSG00000230373" 49.46
"21557" "ENSG00000230383" 46.64
"21558" "ENSG00000230385" 53.8
"21559" "ENSG00000230387" 50.79
"21560" "ENSG00000230390" 37.33
"21561" "ENSG00000230392" 41.84
"21562" "ENSG00000230393" 51.74
"21563" "ENSG00000230397" 44.83
"21564" "ENSG00000230399" 38.67
"21565" "ENSG00000230400" 43.48
"21566" "ENSG00000230401" 46.62
"21567" "ENSG00000230402" 40.9
"21568" "ENSG00000230403" 37.56
"21569" "ENSG00000230404" 41.12
"21570" "ENSG00000230408" 42.49
"21571" "ENSG00000230409" 41.72
"21572" "ENSG00000230411" 43.77
"21573" "ENSG00000230415" 50.06
"21574" "ENSG00000230417" 47.44
"21575" "ENSG00000230424" 45.83
"21576" "ENSG00000230425" 42.09
"21577" "ENSG00000230427" 38.54
"21578" "ENSG00000230432" 54.77
"21579" "ENSG00000230433" 36.57
"21580" "ENSG00000230434" 41.73
"21581" "ENSG00000230435" 36.99
"21582" "ENSG00000230438" 46.34
"21583" "ENSG00000230439" 45.97
"21584" "ENSG00000230442" 37.02
"21585" "ENSG00000230444" 38.72
"21586" "ENSG00000230445" 49.85
"21587" "ENSG00000230450" 43.49
"21588" "ENSG00000230451" 52.41
"21589" "ENSG00000230452" 49.78
"21590" "ENSG00000230453" 36.39
