"ensembl_gene_id" "start_position" "end_position"
"15873" "ENSG00000188536" 172847 173710
"15874" "ENSG00000188542" 240560054 240564014
"15875" "ENSG00000188549" 40331452 40340967
"15876" "ENSG00000188554" 43170481 43211689
"15877" "ENSG00000188559" 20389552 20712488
"15878" "ENSG00000188566" 137205685 137217009
"15879" "ENSG00000188573" 168529116 168530634
"15880" "ENSG00000188580" 123804141 124825657
"15881" "ENSG00000188582" 142949164 142963682
"15882" "ENSG00000188585" 178479247 178499634
"15883" "ENSG00000188596" 96489571 96875555
"15884" "ENSG00000188599" 15104312 15123498
"15885" "ENSG00000188603" 28474111 28495575
"15886" "ENSG00000188610" 121167646 121185539
"15887" "ENSG00000188611" 50182778 50248610
"15888" "ENSG00000188612" 75165586 75182983
"15889" "ENSG00000188613" 119029716 119033732
"15890" "ENSG00000188620" 123135962 123137741
"15891" "ENSG00000188624" 46120071 46124674
"15892" "ENSG00000188626" 28701954 28738384
"15893" "ENSG00000188629" 9363020 9382617
"15894" "ENSG00000188636" 44492572 44498298
"15895" "ENSG00000188641" 97077743 97921049
"15896" "ENSG00000188643" 153606886 153613145
"15897" "ENSG00000188647" 69709522 69759959
"15898" "ENSG00000188649" 95907603 96032684
"15899" "ENSG00000188656" 9378122 9380871
"15900" "ENSG00000188659" 82262810 82284930
"15901" "ENSG00000188660" 43446601 43453893
"15902" "ENSG00000188662" 50171428 50181178
"15903" "ENSG00000188672" 25362249 25430192
"15904" "ENSG00000188674" 208165343 208190073
"15905" "ENSG00000188676" 39934614 40016391
"15906" "ENSG00000188677" 43999211 44172949
"15907" "ENSG00000188681" 9068361 9129752
"15908" "ENSG00000188687" 74216242 74343414
"15909" "ENSG00000188690" 125784980 125823248
"15910" "ENSG00000188693" 92134604 92180725
"15911" "ENSG00000188706" 129803288 129843909
"15912" "ENSG00000188707" 150329789 150332721
"15913" "ENSG00000188710" 130892702 130896812
"15914" "ENSG00000188716" 75037836 75058514
"15915" "ENSG00000188725" 61157709 61162474
"15916" "ENSG00000188729" 191199241 191265615
"15917" "ENSG00000188730" 49773661 49921950
"15918" "ENSG00000188732" 23680130 23703249
"15919" "ENSG00000188735" 121712752 121783001
"15920" "ENSG00000188738" 185738895 185833290
"15921" "ENSG00000188747" 137423350 137434406
"15922" "ENSG00000188755" 62264705 62275655
"15923" "ENSG00000188760" 219543663 219550595
"15924" "ENSG00000188761" 113878168 113887547
"15925" "ENSG00000188763" 73433783 73436120
"15926" "ENSG00000188765" 3617548 3617757
"15927" "ENSG00000188766" 38388421 38399587
"15928" "ENSG00000188770" 203494143 203508864
"15929" "ENSG00000188778" 37962991 37966965
"15930" "ENSG00000188779" 67819704 67834561
"15931" "ENSG00000188782" 26190561 26202968
"15932" "ENSG00000188783" 203475828 203491352
"15933" "ENSG00000188785" 57389850 57402992
"15934" "ENSG00000188786" 37809567 37859620
"15935" "ENSG00000188800" 40245947 40251691
"15936" "ENSG00000188801" 97198303 97199511
"15937" "ENSG00000188803" 11241263 11564063
"15938" "ENSG00000188807" 9588922 9614873
"15939" "ENSG00000188811" 39038306 39050109
"15940" "ENSG00000188816" 123148122 123150672
"15941" "ENSG00000188818" 795606 850986
"15942" "ENSG00000188820" 116461370 116463779
"15943" "ENSG00000188822" 23870526 23913362
"15944" "ENSG00000188825" 43369845 43389199
"15945" "ENSG00000188827" 3581181 3611598
"15946" "ENSG00000188828" 103707224 103728655
"15947" "ENSG00000188833" 137434364 137441816
"15948" "ENSG00000188846" 40457292 40468587
"15949" "ENSG00000188848" 42110938 42152878
"15950" "ENSG00000188850" 43336164 43348716
"15951" "ENSG00000188856" 80558870 80559757
"15952" "ENSG00000188859" 166057426 166166969
"15953" "ENSG00000188868" 12317477 12333720
"15954" "ENSG00000188869" 81331217 81374213
"15955" "ENSG00000188873" 47157118 47157771
"15956" "ENSG00000188877" 43292483 43363518
"15957" "ENSG00000188878" 75909574 75941140
"15958" "ENSG00000188883" 139452690 139483712
"15959" "ENSG00000188886" 96123850 96138436
"15960" "ENSG00000188895" 40122298 40136916
"15961" "ENSG00000188897" 11359845 11523588
"15962" "ENSG00000188906" 40196744 40369285
"15963" "ENSG00000188909" 122977570 122981720
"15964" "ENSG00000188910" 34781189 34786369
"15965" "ENSG00000188916" 127135426 127196158
"15966" "ENSG00000188917" 101009346 101052116
"15967" "ENSG00000188921" 20999515 21031636
"15968" "ENSG00000188931" 161364731 161367874
"15969" "ENSG00000188933" 16786489 16804455
"15970" "ENSG00000188937" 41447434 41475710
"15971" "ENSG00000188938" 93446494 93453592
"15972" "ENSG00000188958" 191267168 191330536
"15973" "ENSG00000188959" 110190048 110208189
"15974" "ENSG00000188976" 944204 959309
"15975" "ENSG00000188981" 3244369 3271738
"15976" "ENSG00000188984" 12716115 12728759
"15977" "ENSG00000188985" 26170726 26171284
"15978" "ENSG00000188986" 137255173 137273546
"15979" "ENSG00000188992" 14108813 14210891
"15980" "ENSG00000188993" 51993702 52017620
"15981" "ENSG00000188994" 87152833 87264196
"15982" "ENSG00000188996" 655939 656963
"15983" "ENSG00000188997" 78171249 78188822
"15984" "ENSG00000189001" 35523367 35528351
"15985" "ENSG00000189007" 143422832 143450673
"15986" "ENSG00000189013" 54803535 54814517
"15987" "ENSG00000189014" 47689707 47730436
"15988" "ENSG00000189023" 35798342 35803735
"15989" "ENSG00000189030" 156298624 156299299
"15990" "ENSG00000189037" 44844004 44844888
"15991" "ENSG00000189042" 36687612 36727701
"15992" "ENSG00000189043" 10931951 10940256
"15993" "ENSG00000189045" 75611459 75671846
"15994" "ENSG00000189046" 109088188 109093631
"15995" "ENSG00000189050" 59952240 59964761
"15996" "ENSG00000189051" 8390704 8397826
"15997" "ENSG00000189056" 103471784 103989516
"15998" "ENSG00000189057" 59107185 59127410
"15999" "ENSG00000189058" 195568702 195584205
"16000" "ENSG00000189060" 37805093 37807436
"16001" "ENSG00000189064" 49589529 49596827
"16002" "ENSG00000189067" 11547722 11636381
"16003" "ENSG00000189068" 54040825 54063953
"16004" "ENSG00000189077" 75986837 75994659
"16005" "ENSG00000189079" 45729665 45908040
"16006" "ENSG00000189089" 36050214 36051377
"16007" "ENSG00000189090" 47487219 47491693
"16008" "ENSG00000189091" 70523788 70577670
"16009" "ENSG00000189099" 151277171 151291453
"16010" "ENSG00000189108" 104566315 105767829
"16011" "ENSG00000189120" 47844908 47855874
"16012" "ENSG00000189127" 80556755 80570488
"16013" "ENSG00000189129" 80131682 80145359
"16014" "ENSG00000189132" 34942796 34944915
"16015" "ENSG00000189134" 28259320 28260958
"16016" "ENSG00000189136" 84526781 84571216
"16017" "ENSG00000189139" 44504342 44507279
"16018" "ENSG00000189143" 73799542 73832693
"16019" "ENSG00000189144" 37735833 37817300
"16020" "ENSG00000189149" 21300849 21318591
"16021" "ENSG00000189157" 76214040 76283780
"16022" "ENSG00000189159" 75135248 75168281
"16023" "ENSG00000189164" 37371061 37393066
"16024" "ENSG00000189166" 56991888 57009149
"16025" "ENSG00000189167" 32303700 32315344
"16026" "ENSG00000189171" 153618787 153631360
"16027" "ENSG00000189180" 38010650 38065088
"16028" "ENSG00000189181" 248681369 248682304
"16029" "ENSG00000189182" 52689626 52703463
"16030" "ENSG00000189184" 137518918 137532494
"16031" "ENSG00000189186" 27590382 27748821
"16032" "ENSG00000189190" 52764195 52786791
"16033" "ENSG00000189195" 92080305 92184725
"16034" "ENSG00000189196" 64078361 64087363
"16035" "ENSG00000189212" 35079989 35186041
"16036" "ENSG00000189221" 43654907 43746824
"16037" "ENSG00000189223" 113211522 113276581
"16038" "ENSG00000189227" 67521068 67530143
"16039" "ENSG00000189229" 6490479 6736129
"16040" "ENSG00000189233" 28021964 28083871
"16041" "ENSG00000189238" 126726270 126746252
"16042" "ENSG00000189241" 116276578 116279903
"16043" "ENSG00000189252" 143508735 143517475
"16044" "ENSG00000189266" 23959109 23963462
"16045" "ENSG00000189269" 23608452 23632321
"16046" "ENSG00000189275" 131772398 131790199
"16047" "ENSG00000189280" 34755047 34758512
"16048" "ENSG00000189283" 59749310 61251459
"16049" "ENSG00000189292" 279558 288851
"16050" "ENSG00000189295" 16654066 16675540
"16051" "ENSG00000189298" 28349914 28369177
"16052" "ENSG00000189299" 55623400 55625325
"16053" "ENSG00000189306" 42509968 42519802
"16054" "ENSG00000189308" 82909973 83012926
"16055" "ENSG00000189316" 64888527 64890100
"16056" "ENSG00000189319" 124619292 124744269
"16057" "ENSG00000189320" 135728348 135748846
"16058" "ENSG00000189325" 36315757 36336885
"16059" "ENSG00000189326" 143025918 143034702
"16060" "ENSG00000189332" 18209138 18214562
"16061" "ENSG00000189334" 153614255 153616986
"16062" "ENSG00000189337" 13892792 15118043
"16063" "ENSG00000189339" 1659529 1692728
"16064" "ENSG00000189343" 19445970 19446852
"16065" "ENSG00000189348" 53281559 53284944
"16066" "ENSG00000189350" 28956611 29061373
"16067" "ENSG00000189357" 81928514 81934948
"16068" "ENSG00000189362" 190504342 190534722
"16069" "ENSG00000189366" 125929275 125937039
"16070" "ENSG00000189367" 127440343 127459391
"16071" "ENSG00000189369" 51743431 51746232
"16072" "ENSG00000189375" 18635006 18661950
"16073" "ENSG00000189376" 123219957 123241398
"16074" "ENSG00000189377" 42428288 42443048
"16075" "ENSG00000189398" 3390780 3391752
"16076" "ENSG00000189401" 70062491 70064179
"16077" "ENSG00000189403" 30456704 30617597
"16078" "ENSG00000189409" 1632095 1635263
"16079" "ENSG00000189410" 20719732 20732837
"16080" "ENSG00000189419" 100344457 100349655
"16081" "ENSG00000189420" 153418322 153426481
"16082" "ENSG00000189423" 20415547 20431008
"16083" "ENSG00000189430" 54906150 54916140
"16084" "ENSG00000189431" 13009577 13012106
"16085" "ENSG00000189433" 34759741 34763724
"16086" "ENSG00000194297" 119331397 119331525
"16087" "ENSG00000196071" 248098649 248100922
"16088" "ENSG00000196072" 100273280 100286712
"16089" "ENSG00000196074" 59863563 59933655
"16090" "ENSG00000196081" 23221599 23250390
"16091" "ENSG00000196083" 190514051 190659750
"16092" "ENSG00000196090" 42072752 43189970
"16093" "ENSG00000196091" 101568353 101686018
"16094" "ENSG00000196092" 36833275 37034185
"16095" "ENSG00000196096" 213276552 213284205
"16096" "ENSG00000196099" 123805335 123806387
"16097" "ENSG00000196104" 166733384 167234796
"16098" "ENSG00000196109" 22179091 22196951
"16099" "ENSG00000196110" 9294275 9309838
"16100" "ENSG00000196114" 34576258 34576656
"16101" "ENSG00000196115" 39314591 39417378
"16102" "ENSG00000196116" 97411950 97496125
"16103" "ENSG00000196118" 30757423 30762710
"16104" "ENSG00000196119" 124569997 124571142
"16105" "ENSG00000196123" 67175602 67184040
"16106" "ENSG00000196126" 32578769 32589848
"16107" "ENSG00000196131" 53258292 53261837
"16108" "ENSG00000196132" 64151791 64242253
"16109" "ENSG00000196139" 5035354 5107686
"16110" "ENSG00000196141" 200305881 200482263
"16111" "ENSG00000196150" 144876497 144902168
"16112" "ENSG00000196151" 159235793 159286799
"16113" "ENSG00000196152" 127424374 127445372
"16114" "ENSG00000196154" 153543613 153550136
"16115" "ENSG00000196155" 67277510 67289499
"16116" "ENSG00000196159" 125316399 125492932
"16117" "ENSG00000196167" 111290787 111305045
"16118" "ENSG00000196169" 74326210 74355820
"16119" "ENSG00000196172" 23739195 23758891
"16120" "ENSG00000196177" 123008979 123058311
"16121" "ENSG00000196182" 36339624 36385896
"16122" "ENSG00000196183" 104835997 104836852
"16123" "ENSG00000196184" 159439722 159440811
"16124" "ENSG00000196187" 225845536 225882369
"16125" "ENSG00000196188" 206009264 206023909
"16126" "ENSG00000196189" 156147366 156177752
"16127" "ENSG00000196196" 35906192 35907141
"16128" "ENSG00000196199" 19633681 19673459
"16129" "ENSG00000196204" 4973988 5040675
"16130" "ENSG00000196205" 133019486 133020874
"16131" "ENSG00000196208" 11482341 11642788
"16132" "ENSG00000196209" 1470741 1491587
"16133" "ENSG00000196214" 52269571 52296046
"16134" "ENSG00000196218" 38433699 38587564
"16135" "ENSG00000196220" 8980591 9363053
"16136" "ENSG00000196227" 59933764 59948680
"16137" "ENSG00000196228" 108247195 108265351
"16138" "ENSG00000196230" 30720201 30725426
"16139" "ENSG00000196233" 96832260 96995959
"16140" "ENSG00000196235" 39436156 39476670
"16141" "ENSG00000196236" 40857077 40932815
"16142" "ENSG00000196242" 247530132 247533839
"16143" "ENSG00000196243" 90918023 90948669
"16144" "ENSG00000196247" 64666083 64711582
"16145" "ENSG00000196260" 30931353 30955636
"16146" "ENSG00000196262" 44796680 44824564
"16147" "ENSG00000196263" 56507843 56530221
"16148" "ENSG00000196267" 52153864 52171643
"16149" "ENSG00000196268" 21397119 21427573
"16150" "ENSG00000196273" 100657250 100676069
"16151" "ENSG00000196275" 74796144 74851551
"16152" "ENSG00000196277" 6770001 7741533
"16153" "ENSG00000196284" 44809317 45377953
"16154" "ENSG00000196290" 200889327 200903930
"16155" "ENSG00000196295" 30516309 30594809
"16156" "ENSG00000196296" 28878405 28904509
"16157" "ENSG00000196302" 70516387 70555266
"16158" "ENSG00000196305" 92210207 92293756
"16159" "ENSG00000196312" 96897917 97013708
"16160" "ENSG00000196313" 72879365 72951440
"16161" "ENSG00000196323" 130226677 130314686
"16162" "ENSG00000196329" 150722253 150750033
"16163" "ENSG00000196335" 23710167 23832513
"16164" "ENSG00000196337" 49054275 49058860
"16165" "ENSG00000196338" 71144831 71171201
"16166" "ENSG00000196341" 124309812 124310837
"16167" "ENSG00000196344" 99412261 99435737
"16168" "ENSG00000196345" 44555193 44594173
"16169" "ENSG00000196350" 22286408 22317176
"16170" "ENSG00000196352" 207321508 207386804
"16171" "ENSG00000196353" 131533555 132285410
"16172" "ENSG00000196357" 36182060 36246257
"16173" "ENSG00000196358" 132161676 132244534
"16174" "ENSG00000196361" 11451326 11481046
"16175" "ENSG00000196363" 134135365 134159968
"16176" "ENSG00000196365" 5691834 5720572
"16177" "ENSG00000196366" 136483495 136486067
"16178" "ENSG00000196367" 98877933 99013243
"16179" "ENSG00000196368" 51490011 51496596
"16180" "ENSG00000196369" 144887265 145095528
"16181" "ENSG00000196372" 5638867 5666595
"16182" "ENSG00000196376" 117907526 118317676
"16183" "ENSG00000196378" 144773114 144787345
"16184" "ENSG00000196381" 37667751 37692322
"16185" "ENSG00000196387" 133079838 133107544
"16186" "ENSG00000196388" 4988130 4997610
"16187" "ENSG00000196391" 90352245 90369146
"16188" "ENSG00000196396" 50510321 50585241
"16189" "ENSG00000196405" 99971449 100144236
"16190" "ENSG00000196406" 141697411 141698739
"16191" "ENSG00000196407" 151847263 151853697
"16192" "ENSG00000196411" 100802565 100827521
"16193" "ENSG00000196415" 840960 848175
"16194" "ENSG00000196417" 53389793 53430413
"16195" "ENSG00000196418" 247121975 247172016
"16196" "ENSG00000196419" 41621119 41664048
"16197" "ENSG00000196420" 153537147 153541765
"16198" "ENSG00000196421" 64034344 64039962
"16199" "ENSG00000196422" 135479079 135488893
"16200" "ENSG00000196427" 108223341 108244081
"16201" "ENSG00000196428" 150408335 150466431
"16202" "ENSG00000196431" 26621964 26630672
"16203" "ENSG00000196433" 1615001 1643081
"16204" "ENSG00000196436" 74377878 74392080
"16205" "ENSG00000196437" 37411155 37469275
"16206" "ENSG00000196440" 101418287 101533459
"16207" "ENSG00000196449" 37802944 37808185
"16208" "ENSG00000196453" 149431363 149461123
"16209" "ENSG00000196455" 130678935 130746829
"16210" "ENSG00000196456" 150379335 150398631
"16211" "ENSG00000196458" 132918308 132956306
"16212" "ENSG00000196459" 13712244 13734635
"16213" "ENSG00000196460" 101397361 101474703
"16214" "ENSG00000196465" 56152256 56159647
"16215" "ENSG00000196468" 77447405 77457278
"16216" "ENSG00000196470" 48356364 48448402
"16217" "ENSG00000196475" 79406352 79408293
"16218" "ENSG00000196476" 270863 290778
"16219" "ENSG00000196482" 216503246 217137755
"16220" "ENSG00000196498" 124324415 124567589
"16221" "ENSG00000196502" 28605196 28623625
"16222" "ENSG00000196503" 56505209 56524448
"16223" "ENSG00000196504" 152651593 152717997
"16224" "ENSG00000196505" 117863485 117929630
"16225" "ENSG00000196507" 103607451 103629690
"16226" "ENSG00000196510" 110372900 110403730
"16227" "ENSG00000196511" 144451941 144836395
"16228" "ENSG00000196517" 43991500 44031467
"16229" "ENSG00000196526" 7758714 7939926
"16230" "ENSG00000196531" 56712428 56731628
"16231" "ENSG00000196535" 29071124 29180412
"16232" "ENSG00000196539" 248473351 248474307
"16233" "ENSG00000196542" 161344792 161372880
"16234" "ENSG00000196544" 8188333 8190907
"16235" "ENSG00000196547" 90902218 90922584
"16236" "ENSG00000196549" 155024124 155183729
"16237" "ENSG00000196550" 206186179 206204414
"16238" "ENSG00000196553" 66486354 66498553
"16239" "ENSG00000196557" 1153121 1221772
"16240" "ENSG00000196562" 47656348 47786616
"16241" "ENSG00000196565" 5253190 5645789
"16242" "ENSG00000196566" 87610163 87660003
"16243" "ENSG00000196569" 128883141 129516569
"16244" "ENSG00000196570" 177400107 177400636
"16245" "ENSG00000196576" 50274979 50307627
"16246" "ENSG00000196581" 4654732 4792534
"16247" "ENSG00000196584" 152644779 152676165
"16248" "ENSG00000196586" 75749192 75919537
"16249" "ENSG00000196588" 40410281 40636702
"16250" "ENSG00000196591" 113933028 114011308
"16251" "ENSG00000196593" 23939557 23946782
"16252" "ENSG00000196597" 96816472 96875623
"16253" "ENSG00000196600" 63163776 63229652
"16254" "ENSG00000196604" 130074030 130129222
"16255" "ENSG00000196605" 9751993 9793180
"16256" "ENSG00000196611" 102789920 102798160
"16257" "ENSG00000196616" 99304964 99352760
"16258" "ENSG00000196620" 68646630 68670628
"16259" "ENSG00000196628" 55222331 55664787
"16260" "ENSG00000196632" 54192823 54358642
"16261" "ENSG00000196636" 97116590 97181763
"16262" "ENSG00000196639" 11137093 11263557
"16263" "ENSG00000196642" 136807943 136841187
"16264" "ENSG00000196646" 12163064 12189881
"16265" "ENSG00000196652" 99504651 99534700
"16266" "ENSG00000196653" 44712643 44723831
"16267" "ENSG00000196655" 119018432 119025454
"16268" "ENSG00000196656" 113214046 113217170
"16269" "ENSG00000196659" 177548998 177553014
"16270" "ENSG00000196660" 219685427 219958647
"16271" "ENSG00000196661" 124396382 124397368
"16272" "ENSG00000196663" 102362963 102502481
"16273" "ENSG00000196664" 12867083 12890380
"16274" "ENSG00000196666" 47586693 47589194
"16275" "ENSG00000196668" 116533422 116536518
"16276" "ENSG00000196670" 180847611 180861285
"16277" "ENSG00000196678" 20780193 20900349
"16278" "ENSG00000196683" 22812628 22822852
"16279" "ENSG00000196684" 16134028 16158575
"16280" "ENSG00000196689" 3565444 3609411
"16281" "ENSG00000196693" 42574185 42638568
"16282" "ENSG00000196696" 69976297 70065948
"16283" "ENSG00000196700" 63956702 63969865
"16284" "ENSG00000196704" 68247574 68257164
"16285" "ENSG00000196705" 21142024 21196053
"16286" "ENSG00000196711" 52534037 52565507
"16287" "ENSG00000196712" 31094927 31382116
"16288" "ENSG00000196715" 65873267 65959563
"16289" "ENSG00000196724" 57921884 57935393
"16290" "ENSG00000196730" 87497228 87708633
"16291" "ENSG00000196734" 152811971 152813109
"16292" "ENSG00000196735" 32628179 32647062
"16293" "ENSG00000196739" 114155560 114312511
"16294" "ENSG00000196741" 47483571 47484823
"16295" "ENSG00000196743" 151212150 151270440
"16296" "ENSG00000196747" 27808199 27808701
"16297" "ENSG00000196748" 35776594 35779552
"16298" "ENSG00000196754" 153561108 153567890
"16299" "ENSG00000196756" 38420588 38435353
"16300" "ENSG00000196757" 11925068 11950773
"16301" "ENSG00000196767" 83508250 83512127
"16302" "ENSG00000196776" 108043298 108091025
"16303" "ENSG00000196781" 81583683 81689305
"16304" "ENSG00000196782" 139716753 140154184
"16305" "ENSG00000196787" 27133042 27135291
"16306" "ENSG00000196792" 30893799 31026401
"16307" "ENSG00000196793" 43556344 43574618
"16308" "ENSG00000196796" 29038655 29052726
"16309" "ENSG00000196805" 153070224 153070840
"16310" "ENSG00000196810" 1249300 1288291
"16311" "ENSG00000196811" 232539727 232546403
"16312" "ENSG00000196812" 28124560 28130082
"16313" "ENSG00000196814" 126326849 126507041
"16314" "ENSG00000196821" 34587288 34696859
"16315" "ENSG00000196834" 130459455 130509666
"16316" "ENSG00000196839" 44619522 44652233
"16317" "ENSG00000196843" 96536743 96552638
"16318" "ENSG00000196844" 125776113 125778819
"16319" "ENSG00000196850" 110533245 110583320
"16320" "ENSG00000196859" 40958417 40966892
"16321" "ENSG00000196860" 58395916 58408701
"16322" "ENSG00000196862" 107826937 107890841
"16323" "ENSG00000196865" 113854661 113917194
"16324" "ENSG00000196867" 56538948 56556810
"16325" "ENSG00000196872" 98793846 98936259
"16326" "ENSG00000196873" 68232003 68300015
"16327" "ENSG00000196876" 51590266 51812864
"16328" "ENSG00000196878" 209614870 209652466
"16329" "ENSG00000196890" 228458107 228460470
"16330" "ENSG00000196900" 126631722 126636287
"16331" "ENSG00000196911" 116681187 116741866
"16332" "ENSG00000196912" 97492663 97589965
"16333" "ENSG00000196914" 120336914 120489936
"16334" "ENSG00000196917" 122726076 122730843
"16335" "ENSG00000196922" 144973589 145002895
"16336" "ENSG00000196923" 177483394 177497606
"16337" "ENSG00000196924" 154348524 154374638
"16338" "ENSG00000196932" 61406643 61453450
"16339" "ENSG00000196935" 63844293 64162221
"16340" "ENSG00000196937" 121348851 121396364
"16341" "ENSG00000196943" 24299862 24309124
"16342" "ENSG00000196946" 8157034 8188537
"16343" "ENSG00000196950" 195575977 195737702
"16344" "ENSG00000196951" 140283724 140373381
"16345" "ENSG00000196954" 104942866 104969436
"16346" "ENSG00000196961" 49766968 49807113
"16347" "ENSG00000196967" 37106734 37172741
"16348" "ENSG00000196968" 73772291 73780251
"16349" "ENSG00000196970" 102549965 102571695
"16350" "ENSG00000196972" 135094987 135098634
"16351" "ENSG00000196975" 69644425 69827100
"16352" "ENSG00000196976" 154477769 154479257
"16353" "ENSG00000196990" 133578415 133586197
"16354" "ENSG00000196993" 28751787 28772807
"16355" "ENSG00000196998" 49071470 49101170
"16356" "ENSG00000197006" 21597218 21657473
"16357" "ENSG00000197008" 64794388 64833681
"16358" "ENSG00000197013" 21496682 21556270
"16359" "ENSG00000197016" 56567511 56588911
"16360" "ENSG00000197019" 40421592 40426025
"16361" "ENSG00000197020" 21722766 21767628
"16362" "ENSG00000197021" 149929527 149938811
"16363" "ENSG00000197023" 4889593 4890596
"16364" "ENSG00000197024" 149126416 149182802
"16365" "ENSG00000197037" 99616946 99632407
"16366" "ENSG00000197043" 151100712 151157882
"16367" "ENSG00000197044" 11767000 11784078
"16368" "ENSG00000197045" 54474484 54489196
"16369" "ENSG00000197046" 45825512 45844080
"16370" "ENSG00000197050" 37007857 37130314
"16371" "ENSG00000197054" 11965037 11980381
"16372" "ENSG00000197056" 35059786 35115859
"16373" "ENSG00000197057" 36281622 36345756
"16374" "ENSG00000197061" 26103876 26104310
"16375" "ENSG00000197062" 28267010 28278224
"16376" "ENSG00000197063" 81918270 81927714
"16377" "ENSG00000197067" 248083634 248084596
"16378" "ENSG00000197070" 137605654 137615360
"16379" "ENSG00000197077" 24952730 25197448
"16380" "ENSG00000197081" 159969099 160113507
"16381" "ENSG00000197083" 150930645 150946289
"16382" "ENSG00000197084" 152804835 152806628
"16383" "ENSG00000197092" 25495651 25501958
"16384" "ENSG00000197093" 100159244 100168750
"16385" "ENSG00000197099" 186579476 186772986
"16386" "ENSG00000197102" 101964528 102050792
"16387" "ENSG00000197106" 110150486 110202202
"16388" "ENSG00000197110" 39243553 39245129
"16389" "ENSG00000197111" 53452102 53481162
"16390" "ENSG00000197114" 63707465 63736142
"16391" "ENSG00000197119" 100291111 100306547
"16392" "ENSG00000197121" 196833004 196927796
"16393" "ENSG00000197122" 37344685 37406050
"16394" "ENSG00000197123" 64228474 64266931
"16395" "ENSG00000197124" 19997058 20039506
"16396" "ENSG00000197128" 57466663 57477570
"16397" "ENSG00000197134" 22052452 22091480
"16398" "ENSG00000197136" 65615773 65637439
"16399" "ENSG00000197140" 39106990 39284911
"16400" "ENSG00000197142" 112374018 112428380
"16401" "ENSG00000197147" 89524836 89597864
"16402" "ENSG00000197149" 17228279 17229151
"16403" "ENSG00000197150" 151028422 151047782
"16404" "ENSG00000197153" 27890382 27893106
"16405" "ENSG00000197157" 127652180 128092609
"16406" "ENSG00000197162" 30573740 30585771
"16407" "ENSG00000197165" 28591943 28597109
"16408" "ENSG00000197168" 52033611 52129078
"16409" "ENSG00000197170" 67337916 67366627
"16410" "ENSG00000197171" 29290711 29291653
"16411" "ENSG00000197172" 152766136 152769747
"16412" "ENSG00000197177" 133070929 133131675
"16413" "ENSG00000197180" 154424380 154428479
"16414" "ENSG00000197181" 22275297 22357563
"16415" "ENSG00000197182" 46053869 46113928
"16416" "ENSG00000197183" 32443059 32585074
"16417" "ENSG00000197191" 137224635 137226311
"16418" "ENSG00000197208" 132294443 132344206
"16419" "ENSG00000197210" 21114607 21124451
"16420" "ENSG00000197213" 56189570 56197920
"16421" "ENSG00000197214" 97067749 97068628
"16422" "ENSG00000197217" 23385783 23457695
"16423" "ENSG00000197223" 68041130 68110948
"16424" "ENSG00000197226" 179862066 179907859
"16425" "ENSG00000197238" 27824108 27824480
"16426" "ENSG00000197241" 9003300 9026345
"16427" "ENSG00000197245" 26159020 26163962
"16428" "ENSG00000197249" 94376747 94390693
"16429" "ENSG00000197251" 33586106 33593338
"16430" "ENSG00000197253" 1227272 1230184
"16431" "ENSG00000197256" 11164267 11197791
"16432" "ENSG00000197258" 104667749 104669576
"16433" "ENSG00000197261" 49550646 49561907
"16434" "ENSG00000197265" 30578318 30658251
"16435" "ENSG00000197272" 28499362 28512051
"16436" "ENSG00000197273" 42162691 42164718
"16437" "ENSG00000197275" 94371960 94475109
"16438" "ENSG00000197279" 28080975 28089563
"16439" "ENSG00000197283" 33419661 33457541
"16440" "ENSG00000197291" 42753914 42761257
"16441" "ENSG00000197296" 44302838 44311169
"16442" "ENSG00000197299" 90717327 90816165
"16443" "ENSG00000197301" 65851340 65882167
"16444" "ENSG00000197302" 31713229 31794869
"16445" "ENSG00000197309" 124185216 124186245
"16446" "ENSG00000197312" 15617500 15669044
"16447" "ENSG00000197320" 9726241 9728272
"16448" "ENSG00000197321" 29457338 29736781
"16449" "ENSG00000197322" 34574123 34579369
"16450" "ENSG00000197323" 114392777 114511160
"16451" "ENSG00000197324" 22871613 22881580
"16452" "ENSG00000197329" 64092652 64144454
"16453" "ENSG00000197332" 11639776 11686569
"16454" "ENSG00000197343" 99558406 99576453
"16455" "ENSG00000197345" 68891276 68903835
"16456" "ENSG00000197353" 142750150 142752534
"16457" "ENSG00000197355" 137077501 137084539
"16458" "ENSG00000197358" 28264390 28265974
"16459" "ENSG00000197360" 22391019 22532485
"16460" "ENSG00000197361" 63597353 63602428
"16461" "ENSG00000197362" 149069643 149090782
"16462" "ENSG00000197363" 144798876 144811169
"16463" "ENSG00000197372" 23525631 23687220
"16464" "ENSG00000197375" 132369752 132395614
"16465" "ENSG00000197376" 48507354 48529897
"16466" "ENSG00000197380" 46647612 46661138
"16467" "ENSG00000197381" 45073853 45226560
"16468" "ENSG00000197385" 31981771 31991628
"16469" "ENSG00000197386" 3074681 3243959
"16470" "ENSG00000197405" 47290023 47322066
"16471" "ENSG00000197406" 101561351 101563452
"16472" "ENSG00000197408" 40991299 41018398
"16473" "ENSG00000197409" 26196840 26197250
"16474" "ENSG00000197410" 154232037 154491716
"16475" "ENSG00000197415" 157259742 157533619
"16476" "ENSG00000197416" 81524981 81531378
"16477" "ENSG00000197421" 18773665 18843399
"16478" "ENSG00000197429" 45694324 45750650
"16479" "ENSG00000197430" 96343216 96359365
"16480" "ENSG00000197437" 247672118 247673041
