"","GeneSymbol","LevelOfConfidence","ModeOfInheritance","ModeOfPathogenicity"
"1039","EDA","ModerateEvidence","xlinked_biallelic",NA
"1040","EDNRA","ModerateEvidence","monoallelic","Other - please provide details in the comments"
"1041","EEF1B2","ModerateEvidence","biallelic",NA
"1042","ELN","ModerateEvidence","monoallelic",NA
"1043","ENPP1","ModerateEvidence","biallelic",NA
"1044","EOGT","ModerateEvidence","biallelic",NA
"1045","EPB41L1","ModerateEvidence","monoallelic",NA
"1046","ERCC4","ModerateEvidence","biallelic",NA
"1047","ERF","ModerateEvidence","monoallelic",NA
"1048","ERMARD","ModerateEvidence","monoallelic_not_imprinted",NA
"1049","EVC","ModerateEvidence","biallelic",NA
"1050","EVC2","ModerateEvidence","biallelic",NA
"1051","EXT2","ModerateEvidence","monoallelic",NA
"1052","EYA1","ModerateEvidence","monoallelic",NA
"1053","FA2H","ModerateEvidence","biallelic",NA
"1054","FAAH2","ModerateEvidence","xlinked_monoallelic",NA
"1055","FAM120C","ModerateEvidence","xlinked_monoallelic",NA
"1056","FAM161A","ModerateEvidence","biallelic",NA
"1057","FAM20A","ModerateEvidence","biallelic",NA
"1058","FANCA","ModerateEvidence","biallelic",NA
"1059","FANCC","ModerateEvidence","biallelic",NA
"1060","FANCD2","ModerateEvidence","biallelic",NA
"1061","FANCE","ModerateEvidence","biallelic",NA
"1062","FANCF","ModerateEvidence","biallelic",NA
"1063","FANCG","ModerateEvidence","biallelic",NA
"1064","FANCI","ModerateEvidence","biallelic",NA
"1065","FBN1","ModerateEvidence","monoallelic_not_imprinted",NA
"1066","FBP1","ModerateEvidence","biallelic",NA
"1067","FBXO11","ModerateEvidence","monoallelic",NA
"1068","FBXW4","ModerateEvidence",NA,NA
"1069","FGF10","ModerateEvidence","monoallelic",NA
"1070","FGF14","ModerateEvidence","monoallelic",NA
"1071","FGF3","ModerateEvidence","biallelic",NA
"1072","FGFR2","ModerateEvidence","monoallelic_and_biallelic",NA
"1073","FHL1","ModerateEvidence","xlinked_biallelic",NA
"1074","FKBP14","ModerateEvidence","biallelic",NA
"1075","FLNB","ModerateEvidence","monoallelic_and_biallelic","Other - please provide details in the comments "
"1076","FLT4","ModerateEvidence","monoallelic","Other - please provide details in the comments"
"1077","FOXC1","ModerateEvidence","monoallelic",NA
"1078","FOXC2","ModerateEvidence","monoallelic",NA
"1079","FOXE1","ModerateEvidence","biallelic","Other - please provide details in the comments"
"1080","FOXE3","ModerateEvidence","monoallelic_and_biallelic",NA
"1081","FOXF1","ModerateEvidence","monoallelic",NA
"1082","FOXN1","ModerateEvidence","biallelic",NA
"1083","FRAS1","ModerateEvidence","biallelic",NA
"1084","FREM2","ModerateEvidence","biallelic",NA
"1085","FRMPD4","ModerateEvidence","xlinked_biallelic",NA
"1086","FTL","ModerateEvidence","monoallelic",NA
"1087","FTO","ModerateEvidence","biallelic",NA
"1088","FXN","ModerateEvidence","biallelic",NA
"1089","FYCO1","ModerateEvidence","biallelic",NA
"1090","FZD6","ModerateEvidence","biallelic",NA
"1091","GAA","ModerateEvidence","biallelic",NA
"1092","GABBR2","ModerateEvidence","monoallelic",NA
"1093","GALK1","ModerateEvidence","biallelic",NA
"1094","GAS8","ModerateEvidence","biallelic",NA
"1095","GATA2","ModerateEvidence","monoallelic",NA
"1096","GATA4","ModerateEvidence","monoallelic",NA
"1097","GATA6","ModerateEvidence","monoallelic","Other - please provide details in the comments "
"1098","GBA","ModerateEvidence","biallelic",NA
"1099","GBA2","ModerateEvidence","biallelic",NA
"1100","GDF5","ModerateEvidence","monoallelic_and_biallelic",NA
"1101","GDF6","ModerateEvidence","monoallelic",NA
"1102","GHR","ModerateEvidence","biallelic",NA
"1103","GJA1","ModerateEvidence","monoallelic_and_biallelic",NA
"1104","GJA3","ModerateEvidence","monoallelic",NA
"1105","GJA8","ModerateEvidence","monoallelic",NA
"1106","GJB1","ModerateEvidence","xlinked_monoallelic",NA
"1107","GJB2","ModerateEvidence","monoallelic_and_biallelic"," "
"1108","GJB3","ModerateEvidence","monoallelic",NA
"1109","GLE1","ModerateEvidence","biallelic","Other - please provide details in the comments "
"1110","GLMN","ModerateEvidence","monoallelic",NA
"1111","GNAI3","ModerateEvidence","monoallelic","Other - please provide details in the comments"
"1112","GPR179","ModerateEvidence","biallelic",NA
"1113","GRHL3","ModerateEvidence","monoallelic",NA
"1114","GRIA1","ModerateEvidence","monoallelic","Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments"
"1115","GRIA2","ModerateEvidence","monoallelic_not_imprinted",NA
"1116","GRM6","ModerateEvidence","biallelic",NA
"1117","GSS","ModerateEvidence","biallelic",NA
"1118","GUCY2C","ModerateEvidence","monoallelic_and_biallelic"," "
"1119","HAX1","ModerateEvidence","biallelic",NA
"1120","HINT1","ModerateEvidence","biallelic",NA
"1121","HIST1H4C","ModerateEvidence",NA,NA
"1122","HMGCS2","ModerateEvidence","biallelic","Other - please provide details in the comments "
"1123","HNF1B","ModerateEvidence","monoallelic",NA
"1124","HNF4A","ModerateEvidence","monoallelic",NA
"1125","HOXA13","ModerateEvidence","monoallelic",NA
"1126","HOXC13","ModerateEvidence","biallelic",NA
"1127","HOXD13","ModerateEvidence","monoallelic",NA
"1128","HPGD","ModerateEvidence","biallelic",NA
"1129","HPS1","ModerateEvidence","biallelic",NA
"1130","HPSE2","ModerateEvidence","biallelic",NA
"1131","HR","ModerateEvidence","biallelic"," "
"1132","HSD3B7","ModerateEvidence","biallelic",NA
"1133","HSF4","ModerateEvidence","monoallelic",NA
"1134","HSPG2","ModerateEvidence","biallelic",NA
"1135","HTT","ModerateEvidence","biallelic",NA
"1136","HYAL1","ModerateEvidence","biallelic",NA
"1137","HYDIN","ModerateEvidence","biallelic",NA
"1138","IFITM5","ModerateEvidence","monoallelic",NA
"1139","IFT122","ModerateEvidence","biallelic","Other - please provide details in the comments"
"1140","IFT43","ModerateEvidence","biallelic","Other - please provide details in the comments"
"1141","IFT80","ModerateEvidence","biallelic","Other - please provide details in the comments"
"1142","IGF2","ModerateEvidence","Other - please specify in evaluation comments","Other - please provide details in the comments "
"1143","IHH","ModerateEvidence","monoallelic_and_biallelic","Other - please provide details in the comments"
"1144","IL11RA","ModerateEvidence","biallelic",NA
"1145","IL1RAPL2","ModerateEvidence","xlinked_monoallelic",NA
"1146","IMPAD1","ModerateEvidence","biallelic",NA
"1147","INPPL1","ModerateEvidence","biallelic",NA
"1148","IRF6","ModerateEvidence","monoallelic",NA
"1149","ITGA7","ModerateEvidence","biallelic",NA
"1150","JAG1","ModerateEvidence","unknown",NA
"1151","JAGN1","ModerateEvidence","biallelic",NA
"1152","JAK3","ModerateEvidence","biallelic",NA
"1153","KARS","ModerateEvidence","biallelic",NA
"1154","KBTBD13","ModerateEvidence","monoallelic","Other - please provide details in the comments "
"1155","KCND3","ModerateEvidence","monoallelic",NA
"1156","KCNQ1","ModerateEvidence","biallelic",NA
"1157","KCNQ3","ModerateEvidence","monoallelic",NA
"1158","KCTD1","ModerateEvidence","monoallelic","Other - please provide details in the comments"
"1159","KIF22","ModerateEvidence","monoallelic","Other - please provide details in the comments"
"1160","KIF2A","ModerateEvidence","monoallelic",NA
"1161","KIRREL3","ModerateEvidence","unknown",NA
"1162","KIT","ModerateEvidence","monoallelic"," "
"1163","KLF1","ModerateEvidence","monoallelic",NA
"1164","KLHL15","ModerateEvidence","xlinked_biallelic",NA
"1165","KLHL40","ModerateEvidence","biallelic",NA
"1166","KMT2B","ModerateEvidence","monoallelic",NA
"1167","LDB3","ModerateEvidence","monoallelic","Other - please provide details in the comments "
"1168","LEMD3","ModerateEvidence","monoallelic",NA
"1169","LFNG","ModerateEvidence","biallelic",NA
"1170","LHX3","ModerateEvidence","biallelic",NA
"1171","LHX4","ModerateEvidence","monoallelic",NA
"1172","LMBRD1","ModerateEvidence","biallelic",NA
"1173","LMNA","ModerateEvidence","monoallelic_and_biallelic",NA
"1174","LMX1B","ModerateEvidence","monoallelic",NA
"1175","LRP4","ModerateEvidence","biallelic",NA
"1176","LRP5","ModerateEvidence","biallelic",NA
"1177","LRRC6","ModerateEvidence","biallelic",NA
"1178","LTBP2","ModerateEvidence","biallelic",NA
"1179","LTBP3","ModerateEvidence","biallelic",NA
"1180","MAP3K1","ModerateEvidence","monoallelic",NA
"1181","MAPK10","ModerateEvidence","monoallelic",NA
"1182","MAPRE2","ModerateEvidence","biallelic","Other - please provide details in the comments"
"1183","MATN3","ModerateEvidence","monoallelic","Other - please provide details in the comments"
"1184","MC2R","ModerateEvidence","biallelic",NA
"1185","MED23","ModerateEvidence","biallelic",NA
"1186","MED25","ModerateEvidence","biallelic",NA
"1187","MESP2","ModerateEvidence","biallelic",NA
"1188","MFRP","ModerateEvidence","biallelic",NA
"1189","MFSD2A","ModerateEvidence","unknown",NA
"1190","MIR17HG","ModerateEvidence","monoallelic",NA
"1191","MMP13","ModerateEvidence","monoallelic_and_biallelic","Other - please provide details in the comments"
"1192","MNX1","ModerateEvidence","monoallelic",NA
"1193","MSL3","ModerateEvidence","xlinked_monoallelic",NA
"1194","MSX1","ModerateEvidence","monoallelic",NA
"1195","MSX2","ModerateEvidence","monoallelic"," "
"1196","MTO1","ModerateEvidence","biallelic",NA
"1197","MYH6","ModerateEvidence","monoallelic",NA
"1198","MYH8","ModerateEvidence","monoallelic"," "
"1199","MYH9","ModerateEvidence","monoallelic",NA
"1200","MYO5B","ModerateEvidence","biallelic",NA
"1201","NAGS","ModerateEvidence","biallelic",NA
"1202","NBAS","ModerateEvidence","biallelic",NA
"1203","NBN","ModerateEvidence","biallelic",NA
"1204","NDUFAF2","ModerateEvidence","biallelic",NA
"1205","NEK1","ModerateEvidence","biallelic",NA
"1206","NKX3-2","ModerateEvidence","biallelic",NA
"1207","NMNAT1","ModerateEvidence","biallelic",NA
"1208","NODAL","ModerateEvidence","monoallelic",NA
"1209","NOG","ModerateEvidence","monoallelic",NA
"1210","NOTCH2","ModerateEvidence","monoallelic","Other - please provide details in the comments"
"1211","NPHP3","ModerateEvidence","biallelic",NA
"1212","NPHP4","ModerateEvidence","biallelic",NA
"1213","NPHS1","ModerateEvidence","biallelic",NA
"1214","NPR2","ModerateEvidence","biallelic",NA
"1215","NR2F2","ModerateEvidence","monoallelic",NA
"1216","NR5A1","ModerateEvidence","monoallelic","Other - please provide details in the comments"
"1217","NRXN2","ModerateEvidence","monoallelic_not_imprinted",NA
"1218","NT5C3A","ModerateEvidence","biallelic",NA
"1219","NUP107","ModerateEvidence","biallelic",NA
"1220","NUP62","ModerateEvidence","biallelic",NA
"1221","NYX","ModerateEvidence","xlinked_biallelic",NA
"1222","ORC6","ModerateEvidence","biallelic",NA
"1223","OTOGL","ModerateEvidence","biallelic",NA
"1224","OTULIN","ModerateEvidence","biallelic",NA
"1225","PAPSS2","ModerateEvidence","biallelic",NA
"1226","PAX3","ModerateEvidence","monoallelic",NA
"1227","PAX9","ModerateEvidence","monoallelic",NA
"1228","PCGF2","ModerateEvidence","monoallelic_not_imprinted",NA
"1229","PDE6G","ModerateEvidence","biallelic",NA
"1230","PET100","ModerateEvidence","biallelic",NA
"1231","PGM1","ModerateEvidence","biallelic",NA
"1232","PHF21A","ModerateEvidence","monoallelic",NA
"1233","PIGH","ModerateEvidence","biallelic",NA
"1234","PIK3R1","ModerateEvidence","monoallelic_and_biallelic","Other - please provide details in the comments "
"1235","PITX2","ModerateEvidence","monoallelic",NA
"1236","PITX3","ModerateEvidence","monoallelic",NA
"1237","PKD1L1","ModerateEvidence","biallelic",NA
"1238","PKHD1","ModerateEvidence","biallelic",NA
"1239","PLOD2","ModerateEvidence","biallelic",NA
"1240","PMS2","ModerateEvidence","biallelic",NA
"1241","PNPO","ModerateEvidence","biallelic",NA
"1242","PNPT1","ModerateEvidence","biallelic",NA
"1243","POC1B","ModerateEvidence","biallelic",NA
"1244","POLD1","ModerateEvidence","monoallelic","Other - please provide details in the comments"
"1245","POLR1C","ModerateEvidence","biallelic",NA
"1246","POLR1D","ModerateEvidence","monoallelic",NA
"1247","POU1F1","ModerateEvidence","biallelic",NA
"1248","PPA2","ModerateEvidence","biallelic","Other - please provide details in the comments"
"1249","PRDM12","ModerateEvidence","unknown",NA
"1250","PROP1","ModerateEvidence","biallelic",NA
"1251","PRRT2","ModerateEvidence","biallelic",NA
"1252","PRSS56","ModerateEvidence","biallelic",NA
"1253","PSMB8","ModerateEvidence","biallelic","Other - please provide details in the comments "
"1254","PTH1R","ModerateEvidence","monoallelic_and_biallelic","Other - please provide details in the comments "
"1255","PTHLH","ModerateEvidence","monoallelic","Other - please provide details in the comments"
"1256","RASA1","ModerateEvidence","monoallelic",NA
"1257","RAX","ModerateEvidence","biallelic",NA
"1258","RBPJ","ModerateEvidence","monoallelic",NA
"1259","RETREG1","ModerateEvidence","biallelic",NA
"1260","RMRP","ModerateEvidence","biallelic",NA
"1261","RNF135","ModerateEvidence","monoallelic",NA
"1262","RNU4ATAC","ModerateEvidence","biallelic",NA
"1263","ROBO3","ModerateEvidence","biallelic",NA
"1264","RPE65","ModerateEvidence","biallelic",NA
"1265","RPGRIP1","ModerateEvidence","biallelic",NA
"1266","RPS19","ModerateEvidence","monoallelic",NA
"1267","RPS23","ModerateEvidence","monoallelic",NA
"1268","RSPH1","ModerateEvidence","biallelic",NA
"1269","RSPH3","ModerateEvidence","biallelic",NA
"1270","RSPO4","ModerateEvidence","biallelic",NA
"1271","RUNX2","ModerateEvidence","monoallelic",NA
"1272","SACS","ModerateEvidence","biallelic",NA
"1273","SALL1","ModerateEvidence","monoallelic",NA
"1274","SALL4","ModerateEvidence","monoallelic",NA
"1275","SBDS","ModerateEvidence","biallelic",NA
"1276","SCARF2","ModerateEvidence","biallelic",NA
"1277","SCN11A","ModerateEvidence","monoallelic","Other - please provide details in the comments "
"1278","SCN4A","ModerateEvidence","monoallelic","Other - please provide details in the comments "
"1279","SEC23B","ModerateEvidence","biallelic",NA
"1280","SET","ModerateEvidence","monoallelic",NA
"1281","SETD1A","ModerateEvidence","monoallelic",NA
"1282","SETD1B","ModerateEvidence","monoallelic_not_imprinted",NA
"1283","SH3PXD2B","ModerateEvidence","biallelic",NA
"1284","SHROOM4","ModerateEvidence","xlinked_biallelic",NA
"1285","SIX1","ModerateEvidence","monoallelic","Other - please provide details in the comments"
"1286","SIX5","ModerateEvidence","monoallelic","Other - please provide details in the comments"
"1287","SKIV2L","ModerateEvidence","biallelic",NA
"1288","SLC25A12","ModerateEvidence","biallelic",NA
"1289","SLC25A26","ModerateEvidence","biallelic",NA
"1290","SLC25A38","ModerateEvidence","biallelic",NA
"1291","SLC26A2","ModerateEvidence","biallelic",NA
"1292","SLC27A4","ModerateEvidence","biallelic",NA
"1293","SLC2A2","ModerateEvidence","biallelic",NA
"1294","SLC35A1","ModerateEvidence","biallelic",NA
"1295","SLC35D1","ModerateEvidence","biallelic",NA
"1296","SLC39A13","ModerateEvidence","biallelic"," "
"1297","SLC45A1","ModerateEvidence","biallelic",NA
"1298","SLC4A1","ModerateEvidence","monoallelic_and_biallelic","Other - please provide details in the comments "
"1299","SLC4A11","ModerateEvidence","biallelic",NA
"1300","SLC5A5","ModerateEvidence","biallelic",NA
"1301","SMAD3","ModerateEvidence","monoallelic",NA
"1302","SMARCD2","ModerateEvidence","biallelic",NA
"1303","SMCHD1","ModerateEvidence","biallelic",NA
"1304","SMPD4","ModerateEvidence","biallelic",NA
"1305","SNORD118","ModerateEvidence","biallelic",NA
"1306","SOX17","ModerateEvidence","monoallelic","Other - please provide details in the comments"
"1307","SPAG1","ModerateEvidence","biallelic",NA
"1308","SPEG","ModerateEvidence","biallelic",NA
"1309","SRGAP3","ModerateEvidence","monoallelic_not_imprinted",NA
"1310","SRY","ModerateEvidence","Other - please specifiy in evaluation comments",NA
"1311","STAR","ModerateEvidence","biallelic",NA
"1312","STAT1","ModerateEvidence","monoallelic_and_biallelic",NA
"1313","STS","ModerateEvidence","xlinked_biallelic",NA
"1314","STT3A","ModerateEvidence","biallelic",NA
"1315","TAB2","ModerateEvidence","monoallelic","Other - please provide details in the comments"
"1316","TAF13","ModerateEvidence","biallelic",NA
"1317","TBX1","ModerateEvidence","monoallelic_not_imprinted",NA
"1318","TBX15","ModerateEvidence","biallelic",NA
"1319","TBX20","ModerateEvidence","monoallelic",NA
"1320","TBX22","ModerateEvidence","xlinked_biallelic",NA
"1321","TBX3","ModerateEvidence","monoallelic",NA
"1322","TBX4","ModerateEvidence","monoallelic",NA
"1323","TBX5","ModerateEvidence","monoallelic",NA
"1324","TBXAS1","ModerateEvidence","biallelic","Other - please provide details in the comments"
"1325","TCF12","ModerateEvidence","monoallelic",NA
"1326","TCF20","ModerateEvidence","monoallelic_not_imprinted",NA
"1327","TCTN3","ModerateEvidence","biallelic",NA
"1328","TEK","ModerateEvidence","monoallelic","Other - please provide details in the comments"
"1329","TERT","ModerateEvidence","biallelic","Other - please provide details in the comments"
"1330","TGFB1","ModerateEvidence","monoallelic","Other - please provide details in the comments"
"1331","TGFB2","ModerateEvidence","monoallelic",NA
"1332","TGFB3","ModerateEvidence","monoallelic",NA
"1333","THRB","ModerateEvidence","monoallelic_and_biallelic",NA
"1334","TMEM126B","ModerateEvidence","biallelic",NA
"1335","TMEM231","ModerateEvidence","biallelic",NA
"1336","TMPRSS6","ModerateEvidence","biallelic",NA
"1337","TNIK","ModerateEvidence","biallelic",NA
"1338","TP63","ModerateEvidence","monoallelic",NA
"1339","TRAPPC11","ModerateEvidence","biallelic",NA
"1340","TRAPPC2","ModerateEvidence","xlinked_biallelic",NA
"1341","TRAPPC6B","ModerateEvidence","biallelic",NA
"1342","TRIP11","ModerateEvidence","biallelic",NA
"1343","TRMT1","ModerateEvidence","biallelic",NA
"1344","TRPM1","ModerateEvidence","biallelic",NA
"1345","TRPS1","ModerateEvidence","monoallelic",NA
"1346","TRPV4","ModerateEvidence","monoallelic"," "
"1347","TSHR","ModerateEvidence","monoallelic_and_biallelic","Other - please provide details in the comments "
"1348","TUBGCP4","ModerateEvidence","biallelic",NA
"1349","TWIST2","ModerateEvidence","monoallelic_and_biallelic",NA
"1350","TXNL4A","ModerateEvidence","biallelic",NA
"1351","TYR","ModerateEvidence","biallelic",NA
"1352","TYRP1","ModerateEvidence","biallelic",NA
"1353","UGT1A1","ModerateEvidence","biallelic",NA
"1354","UPB1","ModerateEvidence","biallelic",NA
"1355","UROS","ModerateEvidence","biallelic",NA
"1356","USB1","ModerateEvidence","biallelic",NA
"1357","USP27X","ModerateEvidence","xlinked_biallelic",NA
"1358","UVSSA","ModerateEvidence","biallelic",NA
"1359","VIPAS39","ModerateEvidence","biallelic",NA
"1360","VPS33B","ModerateEvidence","biallelic",NA
"1361","VSX2","ModerateEvidence","biallelic",NA
"1362","WASHC5","ModerateEvidence","biallelic",NA
"1363","WDR19","ModerateEvidence","biallelic"," "
"1364","WDR34","ModerateEvidence","biallelic","Other - please provide details in the comments"
"1365","WDR35","ModerateEvidence","biallelic",NA
"1366","WDR4","ModerateEvidence","biallelic",NA
"1367","WNT1","ModerateEvidence","biallelic",NA
"1368","WNT10B","ModerateEvidence","biallelic",NA
"1369","WNT3","ModerateEvidence","biallelic",NA
"1370","WNT7A","ModerateEvidence","biallelic",NA
"1371","WRAP53","ModerateEvidence","biallelic","Other - please provide details in the comments"
"1372","XPA","ModerateEvidence","biallelic",NA
"1373","XPC","ModerateEvidence","biallelic",NA
"1374","XYLT1","ModerateEvidence","biallelic",NA
"1375","ZC3H14","ModerateEvidence","biallelic",NA
"1376","ZFP57","ModerateEvidence","biallelic",NA
"1377","ZIC1","ModerateEvidence","monoallelic","Other - please provide details in the comments"
"1378","ZIC3","ModerateEvidence","xlinked_biallelic",NA
"1379","ZMPSTE24","ModerateEvidence","biallelic",NA
"1380","ZNF148","ModerateEvidence","monoallelic",NA
"1381","ZNF335","ModerateEvidence","unknown",NA
"1382","A2ML1","LowEvidence","monoallelic_not_imprinted","Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments"
"1383","ABAT","LowEvidence","biallelic",NA
"1384","ABCB7","LowEvidence","xlinked_biallelic",NA
"1385","ABCC8","LowEvidence",NA,NA
"1386","ABCG5","LowEvidence",NA,NA
"1387","ABHD12","LowEvidence","biallelic",NA
"1388","ACADSB","LowEvidence",NA,NA
"1389","ACBD6","LowEvidence","biallelic",NA
"1390","ACE2","LowEvidence","unknown",NA
"1391","ACIN1","LowEvidence","unknown",NA
"1392","ACOT9","LowEvidence","unknown",NA
"1393","ACSF3","LowEvidence","unknown",NA
"1394","ACTL6B","LowEvidence","unknown",NA
"1395","ADGRG4","LowEvidence","unknown",NA
"1396","ADGRV1","LowEvidence","monoallelic_and_biallelic",NA
"1397","ADRA2B","LowEvidence","biallelic",NA
"1398","AFF3","LowEvidence",NA,NA
"1399","AFP","LowEvidence",NA,NA
"1400","AGK","LowEvidence","biallelic",NA
"1401","AGO1","LowEvidence","unknown",NA
"1402","AGPAT2","LowEvidence","biallelic",NA
"1403","AGT","LowEvidence",NA,NA
"1404","AGTR2","LowEvidence","unknown",NA
"1405","AHCY","LowEvidence","biallelic",NA
"1406","AK1","LowEvidence","biallelic",NA
"1407","AKAP17A","LowEvidence","xlinked_monoallelic",NA
"1408","AKAP4","LowEvidence","xlinked_monoallelic",NA
"1409","AKAP6","LowEvidence","unknown",NA
"1410","AKR1C2","LowEvidence","unknown",NA
"1411","ALDH1A3","LowEvidence","biallelic",NA
"1412","ALG2","LowEvidence","biallelic",NA
"1413","ALG9","LowEvidence","biallelic",NA
"1414","ALS2","LowEvidence","biallelic",NA
"1415","ALX1","LowEvidence","biallelic",NA
"1416","ANK3","LowEvidence","biallelic",NA
"1417","ANO10","LowEvidence","biallelic",NA
"1418","ANO3","LowEvidence","monoallelic",NA
"1419","AP5Z1","LowEvidence","biallelic",NA
"1420","APTX","LowEvidence","biallelic",NA
"1421","AQP7","LowEvidence",NA,NA
"1422","AR","LowEvidence","xlinked_biallelic",NA
"1423","ARHGAP31","LowEvidence","monoallelic",NA
"1424","ARHGAP36","LowEvidence","unknown",NA
"1425","ARHGAP6","LowEvidence","unknown",NA
"1426","ARHGEF2","LowEvidence","biallelic",NA
"1427","ARHGEF4","LowEvidence","unknown",NA
"1428","ARIH1","LowEvidence","unknown",NA
"1429","ARSF","LowEvidence","unknown",NA
"1430","ASB12","LowEvidence","unknown",NA
"1431","ASCC3","LowEvidence","biallelic",NA
"1432","ASCL1","LowEvidence","biallelic",NA
"1433","ASMT","LowEvidence","unknown",NA
"1434","ASMTL","LowEvidence","unknown",NA
"1435","ASPH","LowEvidence",NA,NA
"1436","ATCAY","LowEvidence","biallelic",NA
"1437","ATN1","LowEvidence","monoallelic",NA
"1438","ATP2A2","LowEvidence","monoallelic",NA
"1439","ATP2B3","LowEvidence","xlinked_biallelic",NA
"1440","ATP7B","LowEvidence","biallelic",NA
"1441","ATP8A2","LowEvidence","biallelic",NA
"1442","ATXN1","LowEvidence","biallelic",NA
"1443","ATXN10","LowEvidence","monoallelic",NA
"1444","ATXN2","LowEvidence","monoallelic",NA
"1445","ATXN3","LowEvidence","monoallelic",NA
"1446","ATXN3L","LowEvidence","unknown",NA
"1447","ATXN7","LowEvidence","monoallelic",NA
"1448","AVP","LowEvidence",NA,NA
"1449","AVPR2","LowEvidence","xlinked_biallelic",NA
"1450","AWAT2","LowEvidence","unknown",NA
"1451","B4GALT1","LowEvidence","biallelic",NA
"1452","B9D1","LowEvidence","biallelic",NA
"1453","BCORL1","LowEvidence","unknown",NA
"1454","BDP1","LowEvidence","unknown",NA
"1455","BEAN1","LowEvidence","monoallelic",NA
"1456","BIN1","LowEvidence","biallelic",NA
"1457","BMP15","LowEvidence","xlinked_monoallelic",NA
"1458","BPIFB6","LowEvidence","monoallelic",NA
"1459","BRCA1","LowEvidence","biallelic",NA
"1460","BRCA2","LowEvidence","biallelic",NA
"1461","BRIP1","LowEvidence","biallelic",NA
"1462","BTK","LowEvidence","xlinked_biallelic",NA
"1463","C3orf58","LowEvidence",NA,NA
"1464","C9orf72","LowEvidence","monoallelic",NA
"1465","CA5A","LowEvidence",NA,NA
"1466","CACNA1F","LowEvidence","xlinked_monoallelic",NA
"1467","CACNA1H","LowEvidence","monoallelic",NA
"1468","CACNA1S","LowEvidence","monoallelic",NA
"1469","CACNA2D3","LowEvidence",NA,NA
"1470","CACNB4","LowEvidence","monoallelic_not_imprinted",NA
"1471","CACNG2","LowEvidence","monoallelic",NA
"1472","CAMK2G","LowEvidence","monoallelic",NA
"1473","CANT1","LowEvidence",NA,NA
"1474","CAP1","LowEvidence","unknown",NA
"1475","CAPN10","LowEvidence","biallelic",NA
"1476","CAPRIN1","LowEvidence","monoallelic",NA
"1477","CASP2","LowEvidence","biallelic",NA
"1478","CCDC115","LowEvidence","biallelic",NA
"1479","CCDC39","LowEvidence","biallelic",NA
"1480","CCDC78","LowEvidence","monoallelic",NA
"1481","CCDC8","LowEvidence","biallelic",NA
"1482","CCDC88A","LowEvidence","biallelic",NA
"1483","CCNA2","LowEvidence","biallelic",NA
"1484","CCNB3","LowEvidence","unknown",NA
"1485","CD99","LowEvidence","unknown",NA
"1486","CDC45","LowEvidence","biallelic",NA
"1487","CDK10","LowEvidence",NA,NA
"1488","CDK19","LowEvidence","unknown",NA
"1489","CDK5R1","LowEvidence",NA,NA
"1490","CDK8","LowEvidence","unknown",NA
"1491","CDT1","LowEvidence","biallelic",NA
"1492","CFAP47","LowEvidence","unknown",NA
"1493","CFP","LowEvidence","xlinked_biallelic",NA
"1494","CHKB","LowEvidence","biallelic",NA
"1495","CHRNA2","LowEvidence","monoallelic",NA
"1496","CHRNA4","LowEvidence","monoallelic",NA
"1497","CHRNB2","LowEvidence","monoallelic",NA
"1498","CISD2","LowEvidence","biallelic",NA
"1499","CLCN5","LowEvidence","monoallelic_and_biallelic",NA
"1500","CLCNKA","LowEvidence",NA,NA
"1501","CLCNKB","LowEvidence","biallelic",NA
"1502","CLIC2","LowEvidence","xlinked_biallelic",NA
"1503","CLPP","LowEvidence",NA,NA
"1504","CMC4","LowEvidence","xlinked_monoallelic",NA
"1505","CNKSR1","LowEvidence","biallelic",NA
"1506","CNTN3","LowEvidence","biallelic",NA
"1507","CNTN4","LowEvidence",NA,NA
"1508","COA3","LowEvidence",NA,NA
"1509","COA5","LowEvidence","biallelic",NA
"1510","COL11A2","LowEvidence","monoallelic_and_biallelic","Other - please provide details in the comments "
"1511","COL1A2","LowEvidence",NA,NA
"1512","COL25A1","LowEvidence",NA,NA
"1513","COL4A6","LowEvidence","xlinked_monoallelic",NA
"1514","COL6A3","LowEvidence","unknown",NA
"1515","COLEC10","LowEvidence",NA,NA
"1516","COQ2","LowEvidence","biallelic",NA
"1517","COQ5","LowEvidence","biallelic",NA
"1518","COX14","LowEvidence","mitochondrial",NA
"1519","CP","LowEvidence","monoallelic_and_biallelic",NA
"1520","CPA6","LowEvidence","monoallelic_and_biallelic",NA
"1521","CPD","LowEvidence",NA,NA
"1522","CPXCR1","LowEvidence","unknown",NA
"1523","CRLF2","LowEvidence","xlinked_monoallelic",NA
"1524","CRYBA4","LowEvidence","monoallelic",NA
"1525","CRYGC","LowEvidence","monoallelic",NA
"1526","CSF1R","LowEvidence","monoallelic",NA
"1527","CSF2RA","LowEvidence","xlinked_monoallelic",NA
"1528","CSNK1G1","LowEvidence","monoallelic",NA
"1529","CSNK2B","LowEvidence","monoallelic_not_imprinted",NA
"1530","CSTF2","LowEvidence","xlinked_monoallelic",NA
"1531","CTGF","LowEvidence","unknown",NA
"1532","CTNND2","LowEvidence",NA,NA
"1533","CTPS2","LowEvidence","xlinked_monoallelic",NA
